SITE,Waterbody,Year,LATITUDE,LONGITUDE,Easting,Northing,TMEAN,TRANGE,Altitude,Slope,Discharge,Dist_from_Source,Alkalinity,Mean_Width,Mean_Depth,Boulder_Cobbles,Pebbles_Gravel,Sand,Silt_Clay,lat_raw,lon_raw,EG7,EG43
6857,Brora,1980,58.07,-4.05,278900,910600,8.16,10.79,54,9.1,6,31,11.5,20.7,27.4,97,2,0,0,923769.1652,247918.6047,7,41
6858,Brora,1980,58.02,-3.91,287000,904600,8.14,10.64,21,0.9,7,44,7,24.3,49.1,99,1,0,0,918594.5486,255203.4884,5,33
6862,Black Water,1980,58.15,-4.24,268400,920200,8.18,10.84,246,13.3,5,11,12,13.3,27.8,97,2,0,0,932048.552,238031.9767,7,41
6863,Black Water,1980,58.12,-4.13,274700,916000,8.17,10.82,120,12.5,6,19,12,18.7,32.6,96,3,0,0,928943.7819,243755.814,5,34
6911,Laxford,1980,58.36,-4.98,225900,944700,8.47,8.61,30,1.3,6,18,5.7,28,32.4,86,13,1,0,953781.9421,199526.1628,7,42
6913,Hull/West Beck,1980,54,-0.46,501000,457600,9.48,12.57,18,2,3,1.6,133.3,4.2,10.9,28,64,5,3,502555.3663,434723.8372,7,42
6915,Hull/West Beck,1980,53.99,-0.38,506400,455900,9.49,12.5,9,0.3,4,9,133.3,12.2,34.7,3,73,3,20,501520.4429,438886.6279,7,42
6917,Hull/West Beck,1980,53.96,-0.38,506600,452900,9.5,12.51,8,0.3,4,13,133.3,11.3,122.2,0,0,0,100,498415.6729,438886.6279,7,42
6919,Kelk Beck/Frodingham Beck,1980,54.04,-0.34,508400,461400,9.47,12.2,14,2.5,2,5.2,136,5.5,22.8,27,51,5,17,506695.0596,440968.0233,7,42
6921,Millburn Beck/Knock Ore Gill,1980,54.67,-2.45,371100,530600,8.95,12.44,590,100,1,1,75,1.8,14.8,80,18,1,1,571895.23,331174.4186,7,42
6981,Walkham,1980,50.56,-4.05,255000,75100,10.71,10.81,278,2.5,2,8,6.7,6.8,50,63,25,9,3,146541.7376,247918.6047,7,41
6985,Walkham,1980,50.52,-4.13,248900,71000,10.84,10.78,63,8,4,18,7.9,11.9,20.1,66,22,8,4,142402.0443,243755.814,6,37
6993,Lathkill,1980,53.18,-1.67,422000,364600,9.75,12.56,142,5,4,6,194.6,6,10.7,30,47,20,3,417691.6525,371761.6279,7,41
7001,Lathkill,1980,53.19,-1.64,424200,365700,9.81,12.61,107,5,4,9,175,6,21.7,23,57,15,5,418726.5758,373322.6744,2,8
7104,Coquet,1980,55.39,-2.24,385100,610900,8.8,11.99,275,10,3,9,71,6.5,18,80,20,0,0,646409.7104,342101.7442,6,39
7107,Coquet,1980,55.35,-2.17,389400,606200,8.82,11.96,175,10,5,18,71,13.7,23.7,75,25,0,0,642270.017,345744.186,6,40
7110,Coquet,1980,55.33,-2.07,395400,603800,8.84,11.95,125,4,5,26,61,18.3,15.3,67,33,0,0,640200.1704,350947.6744,6,40
7113,Coquet,1980,55.29,-1.84,410100,599500,8.94,11.72,55,2.5,6,49,83.7,39,29,50,48,0,2,636060.477,362915.6977,6,40
7116,Bladnoch,1980,54.99,-4.61,233300,569500,8.97,11.08,70,2.9,4,17,2.3,10.7,40.7,55,45,0,0,605012.7768,218779.0698,6,38
7119,Bladnoch,1980,54.89,-4.56,236000,557900,9.1,11.05,20,1,6,32,11,18.3,39,35,65,0,0,594663.5434,221380.814,6,39
7122,Lusragan Burn,1980,56.44,-5.39,190800,732700,9.01,9.96,13,10,3,6.5,35,6.3,15,67,33,0,0,755076.661,178191.8605,6,37
7127,Foyle/Mourne/Strule/Camowen,1980,54.603,-7.28195,246400,373000,NA,NA,69,0.9,6,31,82,17,26,65,30,5,0,564961.2436,79744.46221,7,41
7143,Foyle/Mourne/Strule/Camowen,1980,54.7211,-7.36212,241100,386100,NA,NA,36,2,8,55,82,35.5,57,55,20,25,0,577183.6882,75572.82558,6,39
7145,Derg,1980,54.673,-7.70392,219100,380600,NA,NA,66,1.5,6,18,26,18.3,47,95,5,0,0,572205.707,57787.30233,6,40
7149,Derg,1980,54.7075,-7.51128,231500,384500,NA,NA,34,1.3,7,35,24.8,31.3,30,25,32,40,3,575776.1925,67811.30233,4,30
7153,Owenkillew River/Broughderg Water,1980,54.7317,-7.32004,243800,387300,NA,NA,48,3.3,7,41,29,31.1,54,45,33,5,17,578280.707,77762.45349,6,39
7189,Owenkillew River/Broughderg Water,1980,54.7065,-7.04895,261300,384700,NA,NA,140,3.3,5,18,23.4,13,35,85,10,5,0,575672.7002,91868.59012,6,40
7192,Glenelly River,1980,54.7664,-7.12524,256300,391300,NA,NA,124,3.3,5,17.2,18.5,8.8,29,30,35,35,0,581871.891,87898.84884,6,40
7195,Owenreagh River,1980,54.6844,-7.09754,258200,382200,NA,NA,120,5,4,12.5,23.6,11,34,80,15,5,0,573385.5196,89340.21512,6,40
7205,Fairy Water,1980,54.6359,-7.39289,239200,376600,NA,NA,64,0.6,5,20,112.5,14,18,15,78,5,2,568366.1414,73971.71221,2,8
7217,Drumragh River/Ballynahatty Water/O,1980,54.552,-7.32458,243700,367300,NA,NA,78,1.3,5,25,94,14.3,30,11,45,42,3,559683.1346,77526.21512,2,9
7305,Quiggery Water/Routing Burn,1980,54.5176,-7.2711,247200,363500,NA,NA,85,1.3,4,16.4,97.8,9,34,55,15,25,5,556122.9983,80309.0407,2,8
7311,Quiggery Water/Routing Burn,1980,54.5564,-7.30596,244900,367800,NA,NA,75,1.3,5,20,91,14.4,22,19,75,3,3,560138.5009,78495.10465,2,9
7405,Cloughfin River,1980,54.581,-7.2081,251200,370600,NA,NA,88,1.8,4,19,64.4,10,45,3,60,35,2,562684.4123,83587.23837,2,8
7413,Faughan,1980,54.9658,-7.25988,247400,413400,NA,NA,22,5,6,30,57,17.9,42,70,20,10,0,602508.2624,80892.87209,3,20
7417,Roe,1980,54.8986,-6.8293,275100,406300,NA,NA,175,11.1,3,9.3,69,8.7,34,75,21,4,0,595553.5775,103298.0523,3,20
7505,Owenbeg River,1980,54.9311,-6.93445,268300,409800,NA,NA,60,4,4,15,54,10.1,23,0,67,32,2,598917.0784,97826.5843,2,8
7511,Owenrigh River,1980,54.9034,-6.95701,266900,406700,NA,NA,77,5,4,9,40,10,22,70,25,5,0,596050.3407,96652.67733,2,8
7605,Bann/Lough Beg/Lough Neagh/Upper Ba,1980,54.3409,-6.25008,313800,345000,NA,NA,56,2,6,36,42,26.7,46,10,25,43,22,537835.9029,133437.6977,NA,NA
7611,Bann/Lough Beg/Lough Neagh/Upper Ba,1980,54.1963,-6.1336,321800,329100,NA,NA,100,7.7,4,8.5,11,14.7,21,85,5,10,0,522870.9114,139498.7209,NA,NA
7705,Aghadowey River,1980,55.0447,-6.62477,287900,422800,NA,NA,15,5,4,16,47,10,41,75,8,7,10,610673.8075,113940.7471,3,26
8205,Clady River,1980,54.8726,-6.49977,296300,403800,NA,NA,20,4,5,25,91,15,34,92,3,5,0,592862.7768,120445.1076,3,26
8209,Moyola River,1980,54.7533,-6.51506,295600,390500,NA,NA,19,0.3,6,42.5,81,29,183,100,0,0,0,580516.1414,119649.4942,3,26
8213,Main/Clogh River,1980,54.9541,-6.34218,306200,413100,NA,NA,80,1.5,5,20,103,7.8,74,30,30,20,20,601297.402,128645.2849,3,24
8217,Main/Clogh River,1980,54.7425,-6.31201,308700,389600,NA,NA,21,1.7,7,55,83,36,51,95,5,0,0,579398.4242,130215.1773,5,33
8221,Kells Water,1980,54.819,-6.19523,316000,398300,NA,NA,94,11.1,4,20,104,15.2,33,95,3,2,0,587315.5877,136291.811,5,33
8281,Braid River,1980,54.8624,-6.27897,310500,403000,NA,NA,41,2,5,26,110,25.8,46,5,85,5,5,591807.155,131934.4099,3,25
8285,Killagan Water,1980,54.9533,-6.35002,305700,413000,NA,NA,80,1.8,5,20,124,11,129,5,0,10,85,601214.6082,128237.3314,3,24
8289,Six Mile Water,1980,54.7441,-6.00442,328500,390300,NA,NA,62,3.3,4,11,108,10.4,33,90,5,5,0,579564.0119,146220.5872,NA,NA
8305,Clady Water,1980,54.6952,-6.14799,319400,384600,NA,NA,42,14.3,3,15,134.5,6.1,24,80,15,5,0,574503.2368,138749.939,6,39
8309,Doagh River,1980,54.7735,-6.04183,326000,393500,NA,NA,115,10,3,6.5,132,4.4,33,50,15,15,20,582606.6865,144273.9622,6,39
8313,Ballinderry River,1980,54.6577,-6.56349,292700,379800,NA,NA,12,0.3,6,39,107,27,38,75,10,15,0,570622.2743,117129.4448,7,41
8317,Ballinderry River,1980,54.6564,-6.86262,273400,379300,NA,NA,113,6,4,12.5,30,8.5,30,90,5,5,0,570487.7342,101564.25,7,41
8421,Ballinderry River,1980,54.6288,-6.70699,283500,376400,NA,NA,35,3.1,6,25,92,15.5,101,0,0,95,5,567631.3458,109662.439,5,34
8425,Lissan Water,1980,54.6759,-6.75045,280600,381600,NA,NA,63,11.1,3,7.8,65,6.9,34,60,20,20,0,572505.8348,107401.0029,5,34
8429,Crumlin River,1980,54.6243,-6.15431,319200,376700,NA,NA,95,5.6,2,9,110,7.3,39,12,83,0,5,567165.6303,138421.0785,5,34
8505,Blackwater,1980,54.3443,-6.83281,275900,344600,NA,NA,30,0.7,7,52,168,33,62,80,10,10,0,538187.7768,103115.4099,6,39
8509,Blackwater,1980,54.4444,-6.68659,285200,355900,NA,NA,15,0.2,7,75,166,37.2,167,5,5,23,67,548547.3595,110723.9506,6,39
8513,Blackwater,1980,54.4216,-7.03707,262500,353000,NA,NA,49,1.3,5,25,167,12.3,56,85,5,5,5,546187.7342,92486.76453,6,37
8517,Callan,1980,54.2943,-6.6837,285700,339200,NA,NA,65,8.3,4,11.5,71,7.8,29,87,10,3,0,533013.1601,110874.3314,5,34
8521,Ballygawley Water,1980,54.4287,-7.0292,263000,353800,NA,NA,52,2,3,18,155,7,23,20,40,40,0,546922.5298,92896.27907,6,39
8605,Fury River,1980,54.4108,-7.14977,255200,351700,NA,NA,70,4.6,3,11.2,47.5,9,22,78,20,2,0,545070.017,86622.43314,3,26
8609,Cusher River,1980,54.3951,-6.40022,303900,350800,NA,NA,19,0.1,1,33,108,5.7,36,40,10,47,3,543445.1874,125625.1802,3,25
8613,Bush River,1980,55.1621,-6.52187,294200,436000,NA,NA,25,1,6,42,128,17,87,3,22,70,5,622823.8075,119295.1366,3,25
8705,Bush River,1980,55.0974,-6.31275,307700,429100,NA,NA,100,2,4,13.5,58,8.7,23,60,20,20,0,616127.8535,130176.6715,2,16
8709,Dervock River/Stracam River/Dougher,1980,55.1372,-6.3989,302100,433400,NA,NA,49,3,2,9,117,7.5,29,80,10,10,0,620246.8484,125693.8663,3,25
8713,Glenshesk River,1980,55.1996,-6.23147,312600,440600,NA,NA,3,4,4,15,74,14.9,22,40,55,5,0,626704.77,134406.0669,3,25
8805,Glenariff River,1980,55.0249,-6.0859,322400,421400,NA,NA,30,33.3,3,5,45.5,8.2,35,95,5,0,0,608624.6593,141980.7849,4,28
8809,Glenarm River,1980,54.9643,-5.95447,331000,414900,NA,NA,10,6.7,4,14,72,15,24,83,13,3,0,602353.0239,148819.7297,4,29
8905,Larne River,1980,54.8359,-5.85512,337800,400800,NA,NA,69,10,3,8,131,6,37,75,15,10,0,589064.6082,153989.3953,2,15
8909,Glynn River/Glenoe Water,1980,54.827,-5.8089,340800,399900,NA,NA,5,20,3,9,148,7.8,25,95,5,0,0,588143.5264,156394.4477,2,11
8913,Lagan,1980,54.3975,-6.07211,325200,351600,NA,NA,92,3.1,4,14,81,11.4,51,90,5,0,5,543693.569,142698.3459,1,6
8921,Quoile River/Annacloy River,1980,54.3636,-5.77209,344800,348400,NA,NA,8,0.7,1,27.2,80,11.5,26,90,10,0,0,540185.1789,158309.8517,NA,NA
8925,Shimna/Tollymore River,1980,54.2216,-5.92543,335300,332300,NA,NA,25,10,3,10,52.9,10,28,85,10,5,0,525489.2675,150330.8227,2,15
9009,Annalong River,1980,54.1088,-5.89895,337400,319800,NA,NA,8,20,3,10.3,51.5,7,27,95,2,3,0,513815.3322,151708.7064,1,6
9105,Cassy Water,1980,54.0683,-6.10879,323800,314900,NA,NA,9,20,1,7,13.8,6,20,85,12,3,0,509623.8927,140789.7064,6,39
9109,Newry River,1980,54.2102,-6.35219,307500,330300,NA,NA,10,0.7,5,25,75,13.2,35,10,25,60,5,524309.4549,128124.4157,6,37
9113,Kilcurry River/Forkhill River,1980,54.0803,-6.44903,301500,315700,NA,NA,62,3.7,1,12,47.7,6.7,30,90,0,10,0,510865.8007,123085.3576,NA,NA
9121,Glen River,1980,54.4146,-8.09088,194100,351800,NA,NA,30,11.1,4,16,54,16.1,20,85,10,5,0,545463.2879,37651.88372,6,37
9205,Garvary River,1980,54.5153,-7.9861,200900,363000,NA,NA,72,12.5,2,7,15.7,4.2,28,80,15,5,0,555884.9659,43104.09884,2,16
9481,Termon River,1980,54.5412,-7.82849,211100,365900,NA,NA,55,5,4,17,83,14.6,28,50,40,5,5,558565.4174,51305.31686,2,16
9485,Bannagh River,1980,54.5366,-7.74971,216200,365400,NA,NA,50,1,3,14,90.5,9.3,23,92,5,3,0,558089.3526,55404.625,3,25
9581,Kesh River/Glendurragh River,1980,54.5346,-7.65703,222200,365200,NA,NA,62,2.5,3,8,122,4.5,44,15,35,50,0,557882.368,60227.21802,3,24
9585,Ballycassidy/Ballinamallard River,1980,54.431,-7.56698,228100,353700,NA,NA,65,3.3,4,14,91,12.8,25,1,80,15,4,547160.5622,64912.9593,NA,NA
9603,Sillees River,1980,54.3198,-7.64652,223000,341300,NA,NA,45,0.5,5,46,128.5,10.5,93,5,10,35,50,535652.2147,60774.10465,2,12
9607,Sillees River,1980,54.4172,-7.81822,211800,352100,NA,NA,60,1.3,4,18,53,8,30,70,25,5,0,545732.368,51839.71512,3,22
9611,Boho,1980,54.3489,-7.79392,213400,344500,NA,NA,54,0.8,2,4.5,128.5,5.1,21,90,10,0,0,538663.8416,53104.16279,3,22
9615,Arney River/Lough Macnean/Cornavann,1980,54.2859,-7.73127,217500,337500,NA,NA,50,0.3,1,28,65.5,14.5,72,5,15,75,5,532143.8245,56364.14826,5,32
9703,Black River,1980,54.3401,-7.97232,201800,343500,NA,NA,63,25,2,6,35.5,7.3,20,80,15,5,0,537753.109,43821.13953,2,12
9711,Colebrooke River,1980,54.3441,-7.41872,237800,344100,NA,NA,69,2.4,5,28,193.5,17.3,55,4,60,36,0,538167.0784,72627.65116,2,12
9903,Finn River,1980,54.1299,-7.34982,242500,320300,NA,NA,50,0.2,6,35,176,19.8,100,5,55,20,20,515999.0204,76212.85465,3,23
AN02,Cringle Brook,1980,52.85,-0.63,492000,328700,9.78,13.12,80,4.4,1,9.4,235,4.1,41.7,7,40,25,28,383539.1823,425877.907,6,37
AN03,Reach Lode,1980,52.29,0.28,555700,267800,9.83,13.63,1,0.1,1,4,272.5,5.3,91.7,0,10,0,90,325583.4753,473229.6512,7,43
AN04,Monk's Lode,1980,52.46,-0.22,521200,285800,9.84,13.38,1,2.5,1,7.8,230,5.7,116.7,7,20,0,73,343177.1721,447212.2093,7,43
AN05,Sixteen Foot Drain,1980,52.47,0.09,542100,287500,9.77,13.43,3,0.1,2,43,230,14,100,2,10,2,87,344212.0954,463343.0233,7,43
AN06,Rase,1980,53.41,-0.24,516800,391800,9.51,13.2,85,20,1,1.4,190,3.2,15,8,20,25,47,441494.8893,446171.5116,6,39
AN07,Waithe Beck,1980,53.42,-0.21,518900,392600,9.51,13.17,73,7.1,1,3,207.5,1.2,15,2,61,30,7,442529.8126,447732.5581,4,30
AN08,Bain,1980,53.35,-0.15,523100,384900,9.48,13.1,74,4.2,2,8.8,229,2.2,16.7,5,55,23,17,435285.3492,450854.6512,6,37
AN09,Goulceby Beck,1980,53.29,-0.12,525400,379100,9.47,13.08,56,3.3,1,5,147.7,1.7,15,3,47,42,8,429075.8092,452415.6977,6,39
CL02,Ayr,1980,55.51,-4.12,265900,626200,8.76,11.63,191,2.9,4,14,95,9.9,24.7,70,28,2,0,658828.7905,244276.1628,3,23
CL04,Ayr,1980,55.46,-4.59,236300,621500,9.07,11.06,5,1.3,7,59.5,83,45.3,66.4,50,50,0,0,653654.1738,219819.7674,3,18
CL05,Leven/Loch Lomond/Falloch,1980,56.38,-4.64,237000,723800,8.37,11.84,176,11.1,3,6,7.8,8,26.4,78,21,1,0,748867.121,217218.0233,2,14
FO01,Cocklemill Burn,1980,56.21,-2.84,348200,702500,8.65,11.46,16,5.9,2,8.5,141,2.6,18.9,65,27,7,1,731273.4242,310880.814,3,23
FO02,Crail Burn,1980,56.26,-2.63,361100,707900,8.67,11.04,35,20,1,4.5,224,2,15.1,75,20,5,0,736448.0409,321808.1395,4,28
FO03,Boghall Burn/Keil Burn,1980,56.23,-2.95,341300,704500,8.68,11.84,47,10,1,4.5,126,4.3,17.8,67,28,5,0,733343.2709,305156.9767,4,28
HI01,Finnan,1980,56.87,-5.43,190700,780800,8.53,10.58,5,12.5,4,8,2.3,13.3,37.6,47,45,8,0,799578.3646,176110.4651,2,15
HI02,Foyers,1980,57.23,-4.49,249500,818700,8.33,11.2,139,12.5,6,24,6.3,23.3,35.6,64,33,3,0,836835.6048,225023.2558,2,14
HI03,Fechlin/Killin,1980,57.15,-4.43,253000,809300,8.26,11.43,327,6.7,5,12,5.3,25.7,28.3,47,45,8,0,828556.2181,228145.3488,2,15
HI04,Spean,1980,56.89,-4.87,225200,780800,8.43,11.06,73,5,7,59,5.3,33.3,41.7,68,28,3,1,801648.2112,205250,2,15
HI05,Unnamed,1980,56.89,-5.65,177400,783000,8.68,10.15,15,9.1,5,10,1.2,18.3,30,23,62,10,5,801648.2112,164662.7907,1,5
HI06,Unnamed,1980,56.88,-5.52,185300,781700,8.62,10.4,45,50,2,2,1.8,2.3,21.1,55,40,3,2,800613.2879,171427.3256,2,15
HI07,Shiel,1980,57.21,-5.41,194000,818800,8.46,10.54,2,2.9,6,16,5.5,30,40,32,60,8,0,834765.7581,177151.1628,2,11
HI08,Arkaig/Dessarry,1980,56.97,-5.33,197900,791300,8.41,10.8,50,8.3,7,10,4.8,40,31.1,30,62,6,2,809927.598,181313.9535,2,15
HI09,Meig,1980,57.55,-4.8,232300,854900,8.26,10.86,100,6.7,6,29,3.5,25,19.4,13,84,3,0,869953.1516,208892.4419,2,15
HI10,Conon/Bran,1980,57.56,-4.55,247700,854700,8.24,11.01,17,1.1,9,54,3.3,65,68.3,7,83,8,2,870988.075,221901.1628,1,6
NE01,Lossie,1980,57.61,-3.33,320300,858400,8.57,11.21,44,8.3,4,27,23,15.1,25,70,30,0,0,876162.6917,285383.7209,2,12
NE02,Lossie,1980,57.64,-3.37,318500,862000,8.55,11.13,22,2.3,4,32,28,5,39.3,3,47,50,0,879267.4617,283302.3256,3,23
NE03,Bervie Water,1980,56.85,-2.29,382400,773500,8.35,11.31,9,5.9,4,29,47,7.3,32,55,35,9,1,797508.5179,339500,3,22
NE05,Carron Water,1980,56.96,-2.28,382800,785300,8.34,11.29,56,8.3,2,9,50,5.9,21.1,62,25,12,1,808892.6746,340020.3488,3,23
NE06,Carron Water,1980,56.96,-2.21,387400,785800,8.33,11.28,4,10,2,14,57,8,15.4,42,42,10,6,808892.6746,343662.7907,3,23
NH01,Till/Beamish,1980,55.65,-2.12,392600,639500,8.89,11.37,26,1.4,6,65.4,66,37.3,34.3,87,3,10,0,673317.7172,348345.9302,5,32
NH02,Till/Beamish,1980,55.56,-1.91,405900,629900,8.83,11.25,43,1,5,38.9,78.7,8.7,51.7,0,0,67,33,664003.4072,359273.2558,5,33
NH03,Glen,1980,55.57,-2.07,395500,630200,8.89,11.47,39,0.7,5,38,38,51.7,37.7,73,27,0,0,665038.3305,350947.6744,5,32
NH04,Glanton Burn,1980,55.41,-1.89,406900,612600,8.94,11.51,65,10,1,2,164.3,1.2,9,23,60,0,17,648479.5571,360313.9535,4,28
NH05,Gate Burn,1980,55.33,-1.81,411800,603700,8.93,11.51,158,66.7,1,1,60.3,1,7,63,27,0,10,640200.1704,364476.7442,3,26
NH06,Kilton Beck,1980,54.53,-0.93,469500,516000,9.5,11.68,95,25,1,4.5,87,3.3,9.3,48,40,10,2,557406.3032,410267.4419,4,28
NH07,Balder,1980,54.56,-2.16,389900,518200,8.98,12.68,349,33.3,2,5.5,27,8.7,15.3,32,67,2,0,560511.0733,346264.5349,2,15
NH09,Wooler Water/Harthope Burn,1980,55.52,-2.04,397300,624800,8.87,11.61,145,16.7,1,9,24,6.1,27.7,83,17,0,0,659863.7138,352508.7209,2,16
NI_1,Douglas Burn,1980,54.8309,-6.09042,322700,399800,NA,NA,164,21.1,2,8.4,80.7,6,34,95,5,0,0,588547.1465,141745.5872,NA,NA
NI_10,Granagh Burn,1980,54.5934,-7.06552,260400,372100,NA,NA,109,1.4,2,7.8,57.3,4,23,85,10,5,0,563967.7172,91006.37209,NA,NA
NI_11,Dunnyboe Burn,1980,54.8393,-7.28555,245900,399300,NA,NA,104,13.8,2,4.8,54.3,6,20,60,35,5,0,589416.4821,79557.13663,NA,NA
NI_12,Owenalena,1980,54.8961,-6.84185,274300,406000,NA,NA,172,14.4,1,4.6,46.5,4,15,80,20,0,0,595294.8467,102645.0145,NA,NA
NI_13,Inver River,1980,54.8538,-7.16695,253500,401000,NA,NA,127,7.9,1,3,22,3,25,65,30,5,0,590917.121,85728.47384,NA,NA
NI_14,Agivey River,1980,54.9528,-6.76373,279200,412400,NA,NA,137,12.6,3,7.6,78.3,7,22,75,20,5,0,601162.862,106709.9797,NA,NA
NI_15,Six Mile Water,1980,54.7855,-5.95574,331500,395000,NA,NA,102,11.1,1,4.9,88,3,25,60,20,10,10,583848.5945,148753.6453,NA,NA
NI_16,Legnagooly Burn,1980,54.9498,-6.23309,313200,412800,NA,NA,143,25,1,4.5,79,2,20,90,5,5,0,600852.385,134321.7703,NA,NA
NI_17,Dunnstown Burn,1980,54.922,-6.36534,304800,409500,NA,NA,78,5,1,9.3,81,3,18,40,50,5,5,597975.2981,127440.157,NA,NA
NI_18,Cashel Burn,1980,54.8959,-6.17153,317300,406900,NA,NA,78,8.7,1,6.5,106,3,25,90,5,5,0,595274.1482,137525.0378,NA,NA
NI_19,Ross Burn,1980,54.81,-6.19719,315900,397300,NA,NA,91,10.8,1,7.4,66,3,22,85,10,5,0,586384.1567,136189.8227,NA,NA
NI_2,Owenkillew River/Broughderg Water,1980,54.711,-6.93868,268400,385300,NA,NA,168,2.6,3,8.1,16.5,10,28,60,35,5,0,576138.4157,97606.47674,NA,NA
NI_20,Doagh R tributary,1980,54.7753,-6.04485,325800,393700,NA,NA,125,18.4,1,4.4,88,3,20,75,20,5,0,582792.9727,144116.8169,NA,NA
NI_21,Kinnahalla River,1980,54.194,-6.10152,323900,328900,NA,NA,127,7.4,1,4.6,26,3,15,75,20,5,0,522632.879,141168,NA,NA
NI_22,Shankys River,1980,54.1638,-6.12434,322500,325500,NA,NA,166,10.6,1,2.5,2.5,3,20,10,10,80,0,519507.4106,139980.564,NA,NA
NI_23,Miltown Burn/Fallagoon Burn,1980,54.8378,-6.68008,284800,399700,NA,NA,43,3.1,2,9.9,128,3,90,5,30,65,0,589261.2436,111062.6977,NA,NA
NI_24,Crew Burn,1980,54.5718,-6.24639,313400,370700,NA,NA,26,6.3,1,6.8,128,3,20,60,25,15,0,561732.2828,133629.7064,NA,NA
NI_25,Cam Burn,1980,55.031,-6.68155,284300,421200,NA,NA,61,3.9,1,9.8,77,3,25,70,10,0,20,609255.9625,110986.2064,NA,NA
NI_26,Coopers Water,1980,54.6148,-6.11759,321600,375700,NA,NA,123,16.7,1,2.2,100,2,25,90,5,5,0,566182.4532,140331.7994,NA,NA
NI_27,Begny Hill Feeder,1980,54.384,-6.01578,328900,350200,NA,NA,118,8.7,1,2.6,52,3,20,75,10,5,10,542296.4225,145629.4709,NA,NA
NI_28,Gortin Water,1980,54.6548,-6.78829,278200,379200,NA,NA,60,19.1,1,6.7,51.5,5,20,60,40,0,0,570322.1465,105432.0029,NA,NA
NI_29,Douglas River,1980,54.8121,-6.79603,277400,396700,NA,NA,64,5.6,3,9.2,56.7,10,22,80,15,5,0,586601.4906,105029.2529,NA,NA
NI_3,Owenreagh River,1980,54.5394,-7.49012,233000,365800,NA,NA,93,1.6,3,10.4,89,7,21,10,40,50,0,558379.1312,68912.36047,NA,NA
NI_30,Mayoghill River,1980,55.0113,-6.61028,288900,419100,NA,NA,12,5.3,2,12.3,131.4,6,17,10,60,10,20,607217.1635,114694.7326,NA,NA
NI_31,Spences River,1980,54.1357,-5.893,337700,322800,NA,NA,28,45,1,4.1,4.9,5,27,40,20,40,0,516599.276,152018.314,NA,NA
NI_32,Mullagh River,1980,54.0758,-5.9648,333200,316000,NA,NA,20,16.7,1,6.8,39,3,35,20,50,30,0,510400.0852,148282.2093,NA,NA
NI_33,Kilnasaggart,1980,54.0731,-6.38054,306000,315000,NA,NA,61,13.8,1,5,50,2,15,95,5,0,0,510120.6559,126649.2267,NA,NA
NI_34,Coolaghty R,1980,54.5533,-7.60278,225700,367300,NA,NA,79,7.3,1,3.7,89,2,15,60,30,10,0,559817.6746,63050.11047,NA,NA
NI_35,Foxhill Burn,1980,54.4238,-7.57013,227900,352900,NA,NA,72,12.5,1,5.2,86,2,15,40,30,30,0,546415.4174,64749.04942,NA,NA
NI_36,Lisnabane Burn,1980,54.3495,-7.41711,237900,344700,NA,NA,70,6.5,1,4.7,192,2,20,90,10,0,0,538725.937,72711.42733,NA,NA
NI_37,Lisblake Burn,1980,54.2841,-7.7405,216900,337300,NA,NA,49,0.6,1,5.4,86,2,25,30,10,30,30,531957.5383,55883.86628,NA,NA
NI_38,Lack River,1980,54.5461,-7.60439,225600,366500,NA,NA,74,8,1,4.7,91.5,4,18,60,10,30,0,559072.5298,62966.3343,NA,NA
NI_39,Cooneen Water,1980,54.303,-7.30101,245500,339600,NA,NA,120,10,3,8.8,57.8,10,22,95,5,0,0,533913.5434,78752.67733,NA,NA
NI_4,Cloughfin River,1980,54.5489,-7.11599,257200,367100,NA,NA,105,4.8,3,9.9,118.8,7,27.5,80,10,10,0,559362.3083,88380.17151,NA,NA
NI_40,Cleen River,1980,54.3801,-7.26892,247500,348200,NA,NA,88,1.4,2,10.7,103.8,7,25,15,40,45,0,541892.8024,80422.47674,NA,NA
NI_5,Dreenan Burn,1980,54.7062,-7.6711,221200,384300,NA,NA,68,21.1,1,4.3,21,2,20,95,5,0,0,575641.6525,59495.08721,NA,NA
NI_6,Tullynadall Burn,1980,54.7612,-7.30557,244700,390600,NA,NA,105,12.9,1,4.4,29,2,25,95,5,0,0,581333.7308,78515.39826,NA,NA
NI_7,Oughtmame Burn,1980,54.7872,-7.02841,262500,393700,NA,NA,180,50,1,3.2,7.6,3,15,90,5,5,0,584024.5315,92937.38663,NA,NA
NI_8,Glashagh Burn,1980,54.667,-7.04678,261500,380300,NA,NA,146,9.7,1,3.7,40,2,25,90,5,5,0,571584.753,91981.50581,NA,NA
NI_9,Black Water,1980,54.6159,-7.54024,229700,374300,NA,NA,92,6.8,3,7.2,45.6,7,20,95,5,0,0,566296.2947,66304.37209,NA,NA
NW01,Lune,1980,54.44,-2.59,361800,505600,9.14,12.2,175,3.3,6,14.5,89,13,33.3,82,18,0,0,548091.9932,323889.5349,3,22
NW02,Lune,1980,54.26,-2.59,361600,484800,9.17,11.94,60,2.1,7,40,66,20.7,35,77,23,0,0,529463.3731,323889.5349,3,22
NW03,Lune,1980,54.07,-2.75,351200,464600,9.26,11.8,13,1.3,8,70.8,67,73.3,44.3,60,40,0,0,509799.8296,315563.9535,3,22
