"sample_id","site_id","date_id","latitude","longitude","brt20","brt12","richness","ta7"
"site_00183_date_00561_monitoring_poland",183,561,3315519.018,4732706.552,"RT17","RT04",19,NA
"site_00184_date_00058_monitoring_poland",184,58,3452144.573,4665161.04,"RT4","RT02",22,"D"
"site_00185_date_00003_monitoring_portugual",185,3,2167476.695,2882644.487,"RT14","RT12",42,"G"
"site_00185_date_00385_ebro",185,385,2230008.015,3233286.521,"RT14","RT10",33,"G"
"site_00186_date_00003_monitoring_portugual",186,3,2165447.091,2895771.293,"RT6","RT12",36,NA
"site_00186_date_00058_monitoring_poland",186,58,3452448.792,4664736.921,"RT6","RT05",18,NA
"site_00189_date_00058_monitoring_poland",189,58,3442563.172,4667244.231,"RT6","RT05",24,NA
"site_00190_date_00303_naiades",190,303,2989640.984,3498200.538,"RT5","RT03",55,"D"
"site_00193_date_00003_monitoring_portugual",193,3,2185942.4,2912527.187,"RT3","RT11",42,"C"
"site_00193_date_00334_naiades",193,334,2422786.77,3851214.507,"RT3","RT10",56,"C"
"site_00193_date_00461_monitoring_poland",193,461,3250261.032,5030047.25,"RT3","RT05",16,"C"
"site_00194_date_00003_monitoring_portugual",194,3,2179367.849,2925057.037,"RT18","RT11",33,"E"
"site_00194_date_00044_rcs",194,44,2782752.974,3988954.239,"RT18","RT07",55,"E"
"site_00194_date_00080_wiser",194,80,2775866.543,4747257.284,"RT18","RT06",52,"E"
"site_00198_date_00351_naiades",198,351,2439586.48,3840547.006,"RT8","RT08",55,"E"
"site_00199_date_00095_rcs",199,95,2801636.069,3995300.082,"RT10","RT06",50,"E"
"site_00202_date_00279_monitoring_poland",202,279,3417691.804,4671839.511,"RT2","RT04",30,"B"
"site_00203_date_00003_monitoring_portugual",203,3,2240455.715,2899893.356,"RT18","RT11",47,"E"
"site_00203_date_00244_naiades",203,244,2449868.916,3852325.951,"RT18","RT08",56,"E"
"site_00203_date_00293_ebro",203,293,2288626.49,3248890.825,"RT18","RT11",39,"E"
"site_00204_date_00059_monitoring_poland",204,59,3415443.492,4666818.259,"RT2","RT04",15,"B"
"site_00205_date_00040_ebro",205,40,2278186.314,3223086.808,"RT18","RT11",32,"E"
"site_00206_date_00295_ebro",206,295,2284851.782,3222214.82,"RT18","RT11",35,"E"
"site_00209_date_00100_naiades",209,100,2460650.074,3841603.723,"RT8","RT08",37,"E"
"site_00210_date_00003_monitoring_portugual",210,3,2221717.484,2931307.104,"RT18","RT11",31,"E"
"site_00210_date_00294_ebro",210,294,2284101.918,3230886.914,"RT18","RT11",32,"E"
"site_00212_date_00003_monitoring_portugual",212,3,2233810.099,2889546.432,"RT2","RT11",34,"B"
"site_00212_date_00141_monitoring_finnland",212,141,4810705.445,5100616.028,"RT2","RT04",27,"B"
"site_00213_date_00089_wiser",213,89,2833786.074,4689929.634,"RT8","RT09",41,"E"
"site_00214_date_00003_monitoring_portugual",214,3,2213544.403,2923003.825,"RT18","RT11",39,"E"
"site_00214_date_00054_naiades",214,54,2476310.525,3857553.248,"RT18","RT09",21,"E"
"site_00215_date_00410_naiades",215,410,2476667.692,3857587.572,"RT8","RT08",53,"E"
"site_00216_date_00003_monitoring_portugual",216,3,2196690.854,2955188.346,"RT11","RT12",21,"E"
"site_00216_date_00460_monitoring_poland",216,460,3167344.413,4997760.082,"RT11","RT07",16,"E"
"site_00218_date_00031_naiades",218,31,2445947.696,3861448.429,"RT2","RT08",56,"B"
"site_00218_date_00428_monitoring_poland",218,428,3171375.223,4992057.13,"RT2","RT04",13,"B"
"site_00219_date_00003_monitoring_portugual",219,3,2185280.954,2962586.856,"RT19","RT12",38,NA
"site_00220_date_00042_ebro",220,42,2210050.058,3355439.066,"RT18","RT11",46,"E"
"site_00220_date_00091_wiser",220,91,2845463.906,4722435.952,"RT18","RT06",13,"E"
"site_00223_date_00233_monitoring_spain",223,233,2026009.065,3025057.453,"RT1","RT12",27,"A"
"site_00223_date_00624_monitoring_poland",223,624,3327571.389,5192515.71,"RT1","RT01",26,"A"
"site_00224_date_00233_monitoring_spain",224,233,2028364.015,3033992.397,"RT19","RT12",28,NA
"site_00225_date_00003_monitoring_portugual",225,3,2182196.095,2813255.55,"RT19","RT12",39,NA
"site_00225_date_00233_monitoring_spain",225,233,2026731.854,3039073.326,"RT19","RT11",23,NA
"site_00228_date_00003_monitoring_portugual",228,3,2244285.217,2937018.29,"RT19","RT12",39,NA
"site_00229_date_00003_monitoring_portugual",229,3,2092259.055,2890958.842,"RT19","RT12",30,NA
"site_00234_date_00235_monitoring_spain",234,235,2086090.23,3156845.249,"RT14","RT10",17,"G"
"site_00234_date_00461_naiades",234,461,2473378.345,3875541.486,"RT14","RT08",47,"G"
"site_00237_date_00297_ebro",237,297,2282235.505,3192468.74,"RT18","RT11",34,"E"
"site_00239_date_00173_naiades",239,173,2502721.219,3850217.549,"RT9","RT09",42,"F"
"site_00240_date_00236_monitoring_spain",240,236,2079224.396,3151932.566,"RT14","RT10",21,"G"
"site_00240_date_00486_naiades",240,486,2490441.436,3850904.088,"RT14","RT09",50,"G"
"site_00243_date_00054_naiades",243,54,2486986.867,3859378.416,"RT9","RT09",38,"F"
"site_00244_date_00239_monitoring_spain",244,239,1884687.045,3348052.79,"RT18","RT11",15,"E"
"site_00244_date_00502_naiades",244,502,2487001.122,3863056.412,"RT18","RT08",36,"E"
"site_00245_date_00263_ebro",245,263,2165279.852,3484374.26,"RT18","RT11",37,"E"
"site_00246_date_00345_ebro",246,345,2171151.431,3471915.778,"RT18","RT11",38,"E"
"site_00247_date_00345_ebro",247,345,2177961.574,3472642.699,"RT18","RT11",43,"E"
"site_00248_date_00012_rcs",248,12,2784982.897,3901778.895,"RT17","RT02",33,NA
"site_00248_date_00658_ebro",248,658,2054071.205,3497675.808,"RT17","RT11",25,NA
"site_00251_date_00003_monitoring_portugual",251,3,2151465.253,2789742.426,"RT19","RT12",24,NA
"site_00251_date_00142_monitoring_spain",251,142,2176338.608,3051333.553,"RT19","RT11",12,NA
"site_00253_date_00234_monitoring_poland",253,234,3332662.054,4615301.761,"RT18","RT04",16,"E"
"site_00253_date_00263_ebro",253,263,2170795.54,3496518.299,"RT18","RT11",34,"E"
"site_00254_date_00244_monitoring_spain",254,244,2166014.486,3036950.811,"RT18","RT11",10,"E"
"site_00256_date_00142_monitoring_spain",256,142,1962574.497,3328453.857,"RT18","RT10",21,"E"
"site_00256_date_00566_ebro",256,566,2172380.46,3485188.203,"RT18","RT11",38,"E"
"site_00257_date_00104_rcs",257,104,2779665.129,3919312.775,"RT4","RT02",57,"D"
"site_00258_date_00249_monitoring_spain",258,249,2172474.123,3127703.908,"RT19","RT01",26,NA
"site_00258_date_00612_ebro",258,612,2186742.378,3489492.976,"RT19","RT12",41,NA
"site_00260_date_00486_naiades",260,486,2494565.419,3857981.18,"RT9","RT09",29,"F"
"site_00261_date_00274_ebro",261,274,2144113.792,3425053.347,"RT18","RT11",26,"E"
"site_00261_date_00536_naiades",261,536,2503344.245,3867352.03,"RT18","RT08",43,"E"
"site_00261_date_04516_monitoring_germany",261,4516,3116448.836,4239448.903,"RT18","RT08",44,"E"
"site_00263_date_00057_naiades",263,57,2517414.211,3893930.06,"RT18","RT09",35,"E"
"site_00263_date_00398_ebro",263,398,2024983.105,3462496.413,"RT18","RT11",41,"E"
"site_00265_date_00398_ebro",265,398,2018318.45,3460527.817,"RT18","RT11",44,"E"
"site_00266_date_00236_monitoring_spain",266,236,2100139.151,3214799.662,"RT18","RT10",24,"E"
"site_00266_date_00274_ebro",266,274,2152603.717,3427334.135,"RT18","RT11",21,"E"
"site_00267_date_00236_monitoring_spain",267,236,2094853.317,3230146.272,"RT14","RT10",29,"G"
"site_00268_date_00007_rcs",268,7,2752703.21,3952370.25,"RT15","RT07",47,"G"
"site_00268_date_00236_monitoring_spain",268,236,2096835.016,3253522.859,"RT15","RT10",18,"G"
"site_00269_date_00236_monitoring_spain",269,236,2098021.342,3196237.242,"RT6","RT10",32,NA
"site_00269_date_00285_monitoring_poland",269,285,3354501.905,4650738.023,"RT6","RT04",30,NA
"site_00270_date_00042_monitoring_poland",270,42,3358259.697,4643929.536,"RT6","RT04",28,NA
"site_00271_date_00003_monitoring_portugual",271,3,2076461.601,2800141.1,"RT18","RT11",36,"E"
"site_00271_date_00007_rcs",271,7,2794917.738,3933882.219,"RT18","RT02",37,"E"
"site_00273_date_00007_rcs",273,7,2824014.147,3911120.12,"RT14","RT02",16,"G"
"site_00273_date_00050_ebro",273,50,2016821.95,3415479.367,"RT14","RT10",46,"G"
"site_00274_date_00008_rcs",274,8,2824014.147,3911120.12,"RT19","RT02",53,NA
"site_00274_date_00144_monitoring_spain",274,144,2167870.067,3143201.222,"RT19","RT12",25,NA
"site_00279_date_00235_monitoring_spain",279,235,2074119.306,3232244.885,"RT5","RT11",12,"D"
"site_00279_date_00369_monitoring_poland",279,369,3511521.161,5200842.972,"RT5","RT03",16,"D"
"site_00280_date_00235_monitoring_spain",280,235,2062304.797,3220623.341,"RT18","RT11",12,"E"
"site_00280_date_00338_ebro",280,338,2146609.043,3480769.528,"RT18","RT11",31,"E"
"site_00281_date_00236_monitoring_spain",281,236,2079116.893,3261089.93,"RT18","RT10",15,"E"
"site_00281_date_00265_ebro",281,265,2157197.374,3472620.278,"RT18","RT11",29,"E"
"site_00282_date_00078_monitoring_poland",282,78,3448265.776,5154333.408,"RT4","RT02",29,"D"
"site_00282_date_00144_monitoring_spain",282,144,1930330.523,3313935.851,"RT4","RT10",15,"D"
"site_00283_date_00048_rcs",283,48,2680460.546,3861817.194,"RT18","RT08",40,"E"
"site_00283_date_00260_monitoring_spain",283,260,2183275.022,3150456.301,"RT18","RT11",22,"E"
"site_00283_date_00565_naiades",283,565,2533035.858,3851602.212,"RT18","RT08",41,"E"
"site_00283_date_00773_ebro",283,773,2112139.359,3354519.668,"RT18","RT11",13,"E"
"site_00285_date_00107_rcs",285,107,2680460.546,3861817.194,"RT14","RT08",56,"G"
"site_00285_date_00524_monitoring_poland",285,524,3411606.782,5109849.005,"RT14","RT01",28,"G"
"site_00285_date_00773_ebro",285,773,2129698.354,3339310.394,"RT14","RT10",25,"G"
"site_00286_date_00007_rcs",286,7,2693433.026,3850316.102,"RT18","RT04",41,"E"
"site_00286_date_00302_ebro",286,302,2120996.617,3353227.273,"RT18","RT11",24,"E"
"site_00287_date_00113_rcs",287,113,2693433.026,3850316.102,"RT18","RT04",40,"E"
"site_00287_date_00771_ebro",287,771,2107247.571,3349886.155,"RT18","RT11",17,"E"
"site_00288_date_00108_rcs",288,108,2693433.026,3850316.102,"RT18","RT04",46,"E"
"site_00288_date_00234_monitoring_spain",288,234,1997205.584,3235245.661,"RT18","RT11",18,"E"
"site_00290_date_00598_naiades",290,598,2546788.607,3850017.728,"RT8","RT08",57,"E"
"site_00291_date_00146_monitoring_spain",291,146,2099614.729,2971289.782,"RT14","RT10",27,"G"
"site_00291_date_00146_naiades",291,146,2550502.153,3853736.961,"RT14","RT09",47,"G"
"site_00292_date_00234_monitoring_spain",292,234,1987980.754,3240299.938,"RT18","RT11",15,"E"
"site_00293_date_00115_rcs",293,115,2719945.709,3830257.373,"RT18","RT02",34,"E"
"site_00293_date_00234_monitoring_spain",293,234,2003689.353,3246137.232,"RT18","RT11",17,"E"
"site_00295_date_00248_monitoring_spain",295,248,2107154.584,3121497.694,"RT14","RT10",11,"G"
"site_00295_date_00615_naiades",295,615,2541852.792,3863885.729,"RT14","RT08",30,"G"
"site_00296_date_00147_monitoring_spain",296,147,2099701.287,3012799.832,"RT14","RT10",24,"G"
"site_00297_date_00147_monitoring_spain",297,147,2083032.432,3118578.064,"RT14","RT10",23,"G"
"site_00299_date_00241_monitoring_spain",299,241,2043482.878,3265475.97,"RT18","RT11",14,"E"
"site_00300_date_00014_rcs",300,14,2779037.099,3815964.224,"RT4","RT02",50,"D"
"site_00300_date_00369_monitoring_poland",300,369,3546972.953,5162688.227,"RT4","RT02",15,"D"
"site_00301_date_00118_rcs",301,118,2779037.099,3815964.224,"RT19","RT02",47,NA
"site_00301_date_00242_monitoring_spain",301,242,2043444.422,3248747.254,"RT19","RT12",16,NA
"site_00301_date_00625_naiades",301,625,2561400.718,3842150.573,"RT19","RT09",39,NA
"site_00302_date_00054_ebro",302,54,2085488.454,3321526.203,"RT15","RT10",42,"G"
"site_00302_date_00119_rcs",302,119,2722337.876,3870932.13,"RT15","RT09",41,"G"
"site_00303_date_00008_rcs",303,8,2722337.876,3870932.13,"RT18","RT09",57,"E"
"site_00303_date_00242_monitoring_spain",303,242,2046335.627,3259876.514,"RT18","RT10",22,"E"
"site_00303_date_00359_ebro",303,359,2178278.601,3416149.154,"RT18","RT11",43,"E"
"site_00303_date_00626_naiades",303,626,2565342.11,3855677.314,"RT18","RT08",39,"E"
"site_00304_date_00147_monitoring_spain",304,147,1988606.773,3316929.085,"RT15","RT10",21,"G"
"site_00304_date_00560_ebro",304,560,2077241.153,3331936.384,"RT15","RT10",14,"G"
"site_00305_date_00237_monitoring_spain",305,237,1982776.45,3312757.643,"RT15","RT10",31,"G"
"site_00306_date_00003_monitoring_portugual",306,3,2126396.728,2778627.67,"RT18","RT12",33,"E"
"site_00306_date_00358_ebro",306,358,2201014.127,3403895.7,"RT18","RT11",32,"E"
"site_00307_date_00259_monitoring_spain",307,259,2126744.061,3170504.853,"RT18","RT10",30,"E"
"site_00307_date_00301_naiades",307,301,2558865.347,3871062.013,"RT18","RT08",55,"E"
"site_00307_date_00358_ebro",307,358,2207818.338,3412103.88,"RT18","RT11",41,"E"
"site_00308_date_00148_monitoring_spain",308,148,2127015.342,3164217.509,"RT14","RT10",23,"G"
"site_00309_date_00096_wiser",309,96,2831700.092,4722347.683,"RT18","RT08",50,"E"
"site_00309_date_00147_naiades",309,147,2566491.088,3853678.373,"RT18","RT09",50,"E"
"site_00309_date_00148_monitoring_spain",309,148,2116125.966,3195560.839,"RT18","RT10",20,"E"
"site_00309_date_00511_monitoring_poland",309,511,3371700.005,4772516.055,"RT18","RT05",25,"E"
"site_00309_date_00653_ebro",309,653,2101785.311,3327322.529,"RT18","RT11",17,"E"
"site_00310_date_00358_ebro",310,358,2195319.763,3419291.891,"RT18","RT11",37,"E"
"site_00312_date_00148_monitoring_spain",312,148,2067716.37,3008818.19,"RT14","RT10",23,"G"
"site_00313_date_00057_naiades",313,57,2576095.705,3853050.509,"RT2","RT09",45,"B"
"site_00313_date_00240_monitoring_spain",313,240,2021745.706,3311957.521,"RT2","RT10",29,"B"
"site_00313_date_00513_monitoring_poland",313,513,3376333.31,4773116.407,"RT2","RT04",18,"B"
"site_00314_date_00241_monitoring_spain",314,241,2012889.859,3326302.549,"RT15","RT10",25,"G"
"site_00316_date_00241_monitoring_spain",316,241,2022550.799,3322381.169,"RT15","RT10",15,"G"
"site_00317_date_00077_ebro",317,77,2149646.57,3565598.815,"RT18","RT11",24,"E"
"site_00317_date_00350_monitoring_poland",317,350,3189638.931,4885268.906,"RT18","RT02",31,"E"
"site_00318_date_00453_monitoring_poland",318,453,3251043.182,4844915.31,"RT19","RT02",17,NA
"site_00318_date_00611_ebro",318,611,2199877.672,3491330.822,"RT19","RT12",25,NA
"site_00319_date_00123_rcs",319,123,2713780.762,3897856.929,"RT2","RT06",54,"B"
"site_00319_date_00367_naiades",319,367,2585482.618,3878121.71,"RT2","RT08",51,"B"
"site_00319_date_00571_monitoring_poland",319,571,3222557.034,4779454.961,"RT2","RT04",21,"B"
"site_00320_date_00124_rcs",320,124,2713780.762,3897856.929,"RT18","RT06",51,"E"
"site_00320_date_00259_monitoring_spain",320,259,2129522.831,3143514.696,"RT18","RT11",28,"E"
"site_00320_date_00273_ebro",320,273,2211626.102,3361633.036,"RT18","RT11",28,"E"
"site_00321_date_00003_monitoring_portugual",321,3,2130177.887,2786831.594,"RT5","RT12",33,"D"
"site_00321_date_00454_monitoring_poland",321,454,3244928.759,4869992.292,"RT5","RT03",22,"D"
"site_00322_date_00003_monitoring_portugual",322,3,2097189.419,2831639.287,"RT19","RT12",31,NA
"site_00322_date_00091_wiser",322,91,2843138.108,4740331.41,"RT19","RT06",30,NA
"site_00322_date_00248_monitoring_spain",322,248,2138366.67,3103341.488,"RT19","RT11",22,NA
"site_00323_date_00003_monitoring_portugual",323,3,2100082.31,2844837.757,"RT18","RT11",35,"E"
"site_00323_date_00097_ebro",323,97,2040966.655,3511366.477,"RT18","RT11",35,"E"
"site_00325_date_00243_monitoring_spain",325,243,2067151.973,3049530.886,"RT14","RT10",30,"G"
"site_00326_date_00240_monitoring_spain",326,240,2048572.772,3008539.971,"RT14","RT10",29,"G"
"site_00328_date_00106_ebro",328,106,2105825.575,3351349.345,"RT18","RT11",19,"E"
"site_00329_date_00107_ebro",329,107,2101291.03,3326994.868,"RT18","RT11",17,"E"
"site_00329_date_00240_monitoring_spain",329,240,2005535.041,3297446.088,"RT18","RT10",24,"E"
"site_00329_date_00675_naiades",329,675,2590307.337,3849588.268,"RT18","RT09",31,"E"
"site_00330_date_00012_rcs",330,12,2789406.136,3875507.616,"RT18","RT03",25,"E"
"site_00330_date_00240_monitoring_spain",330,240,2007158.025,3275977.322,"RT18","RT11",14,"E"
"site_00331_date_00110_naiades",331,110,2599404.1,3873733.785,"RT15","RT09",36,"G"
"site_00331_date_00240_monitoring_spain",331,240,2017126.867,3292225.571,"RT15","RT10",22,"G"
"site_00332_date_00003_monitoring_portugual",332,3,2096255.725,2835353.025,"RT19","RT12",22,NA
"site_00332_date_00086_rcs",332,86,2780620.026,3825013.729,"RT19","RT03",37,NA
"site_00333_date_00019_rcs",333,19,2780620.026,3825013.729,"RT15","RT03",32,"G"
"site_00333_date_00149_monitoring_spain",333,149,1999458.538,3350958.907,"RT15","RT10",28,"G"
"site_00334_date_00003_monitoring_portugual",334,3,2129694.151,2749999.237,"RT15","RT12",13,"G"
"site_00334_date_00124_ebro",334,124,2244158.225,3441585.967,"RT15","RT10",28,"G"
"site_00334_date_00194_monitoring_finnland",334,194,5077251.154,5130452.947,"RT15","RT08",31,"G"
"site_00334_date_00249_monitoring_spain",334,249,2142035.89,3129394.941,"RT15","RT11",27,"G"
"site_00334_date_00458_naiades",334,458,2676311.955,3911259.785,"RT15","RT09",19,"G"
"site_00335_date_00150_monitoring_spain",335,150,2062939.211,3068340.662,"RT14","RT10",33,"G"
"site_00336_date_00194_monitoring_finnland",336,194,5078545.259,5130488.034,"RT9","RT09",30,"F"
"site_00336_date_00241_monitoring_spain",336,241,2050297.93,3284429.514,"RT9","RT10",27,"F"
"site_00337_date_00100_monitoring_poland",337,100,3555219.888,4849042.098,"RT9","RT03",15,"F"
"site_00337_date_00195_monitoring_finnland",337,195,5028108.963,4930808.534,"RT9","RT09",30,"F"
"site_00338_date_00151_monitoring_spain",338,151,2148472.905,3232936.061,"RT15","RT10",17,"G"
"site_00338_date_00700_naiades",338,700,2666977.558,3887082.539,"RT15","RT08",53,"G"
"site_00340_date_00151_ebro",340,151,2265799.148,3330270.739,"RT10","RT06",44,"E"
"site_00340_date_00264_monitoring_spain",340,264,2147544.044,3231739.32,"RT10","RT10",29,"E"
"site_00340_date_00700_naiades",340,700,2660999.941,3879025.92,"RT10","RT08",56,"E"
"site_00341_date_00108_monitoring_poland",341,108,2995874.665,5095658.703,"RT10","RT06",36,"E"
"site_00342_date_00195_monitoring_finnland",342,195,5028643.969,4931083.729,"RT9","RT09",31,"F"
"site_00342_date_00330_naiades",342,330,2657161.723,3876579.271,"RT9","RT09",47,"F"
"site_00343_date_00151_monitoring_spain",343,151,1996770.269,3409264,"RT11","RT10",29,"E"
"site_00343_date_00292_ebro",343,292,2300049.25,3277044.195,"RT11","RT07",39,"E"
"site_00343_date_00706_naiades",343,706,2638012.892,3873991.045,"RT11","RT09",31,"E"
"site_00345_date_00003_monitoring_portugual",345,3,1971777.455,2815589.891,"RT20","RT12",19,NA
"site_00345_date_00708_naiades",345,708,2636723.591,3895192.837,"RT20","RT09",44,NA
"site_00346_date_00003_monitoring_portugual",346,3,2029075.327,2861018.002,"RT20","RT12",13,NA
"site_00346_date_00085_naiades",346,85,2643315.683,3888205.065,"RT20","RT09",46,NA
"site_00347_date_00684_naiades",347,684,2631645.507,3893434.116,"RT9","RT09",39,"F"
"site_00348_date_00003_monitoring_portugual",348,3,2035285.301,2763228.481,"RT1","RT12",42,"A"
"site_00348_date_00113_monitoring_poland",348,113,3345253.991,5067718.065,"RT1","RT01",20,"A"
"site_00349_date_00110_rcs",349,110,2785638.094,3782804.786,"RT14","RT02",50,"G"
"site_00349_date_00266_monitoring_spain",349,266,2162673.174,3287246.406,"RT14","RT10",27,"G"
"site_00350_date_00003_monitoring_portugual",350,3,2042121.139,2779589.423,"RT18","RT11",24,"E"
"site_00350_date_00129_rcs",350,129,2785638.094,3782804.786,"RT18","RT02",51,"E"
"site_00350_date_00152_monitoring_spain",350,152,2138383.806,3296977.551,"RT18","RT10",17,"E"
"site_00350_date_00218_naiades",350,218,2614663.606,3875331.031,"RT18","RT07",37,"E"
"site_00351_date_00003_monitoring_portugual",351,3,2022317.322,2770689.956,"RT19","RT12",31,NA
"site_00351_date_00130_rcs",351,130,2776397.069,3776443.012,"RT19","RT05",35,NA
"site_00352_date_00131_rcs",352,131,2776397.069,3776443.012,"RT15","RT05",37,"G"
"site_00352_date_00238_monitoring_spain",352,238,1988096.025,3370107.836,"RT15","RT10",35,"G"
