"sample","HC5_aj","lower","upper","chem","site_id","date_id","latitude","longitude","brt20","brt20_aggregate","brt12","RT_AF","richness","ta7"
"site_00997_date_00035_miljodata_sweden",0.00533477171164448,0.00276719654651702,0.011200266665351,"LCH",997,35,6651500,400756,"RT6",NA,"RT04",NA,44,NA
"site_00998_date_00035_miljodata_sweden",0.0030730525624968,0.000895317564988768,0.0137592553057866,"LCH",998,35,6662856,406235,"RT6",NA,"RT04",NA,24,NA
"site_00998_date_00769_naiades",0.00319365167365281,0.00114366236460566,0.00984990034723008,"LCH",998,769,2850105.16019055,3643999.22714332,"RT4","RT4_5","RT02",NA,53,"D"
"site_00999_date_00035_miljodata_sweden",0.00507637488468906,0.00230066329910782,0.0125863467470781,"LCH",999,35,6652273,403935,"RT6",NA,"RT05",NA,37,NA
"site_00999_date_00769_naiades",0.00352715735724048,0.00122869150886657,0.0112580459451019,"LCH",999,769,2851826.78793415,3646776.19813192,"RT4","RT4_5","RT02",NA,52,"D"
"site_01000_date_00035_miljodata_sweden",0.00439209380402199,0.00192315872828279,0.0116296566670163,"LCH",1000,35,6656678,402881,"RT6",NA,"RT04",NA,38,NA
"site_01001_date_00181_miljodata_sweden",0.00355999912018448,0.00149983057668193,0.00999341021966214,"LCH",1001,181,6600707,318326,"RT6",NA,"RT05",NA,47,NA
"site_01002_date_00043_miljodata_sweden",0.00479225999928138,0.000909250946851327,0.0339209116941473,"LCH",1002,43,6633011,340206,"RT6",NA,"RT05",NA,15,NA
"site_01003_date_00043_miljodata_sweden",0.00331549165677122,0.000937072829477539,0.0135301733427289,"LCH",1003,43,6633125,339370,"RT6",NA,"RT05",NA,22,NA
"site_01004_date_00191_miljodata_sweden",0.00478271071146273,0.00109792825882591,0.0312745141594683,"LCH",1004,191,6614463,366458,"RT6",NA,"RT04",NA,21,NA
"site_01005_date_00191_miljodata_sweden",0.00626200897607521,0.000760853410172725,0.0994932560736686,"LCH",1005,191,6614394,365585,"RT6",NA,"RT04",NA,9,NA
"site_01005_date_00379_monitoring_spain",0.00463941042856098,0.00170122244509269,0.0153231648735153,"LCH",1005,379,2288625.67673243,3248889.678003,"RT18","RT8_10_11_18","RT11",NA,36,"E"
"site_01006_date_00214_monitoring_poland",0.00435502892907885,0.000995530066072614,0.0235903645170051,"LCH",1006,214,3425308.46238801,5201745.12654214,"RT7","RT7","RT02",NA,21,NA
"site_01006_date_00263_miljodata_sweden",0.00273734021280264,0.00070090216863635,0.0122011890178479,"LCH",1006,263,6552618,474165,"RT6",NA,"RT04",NA,29,NA
"site_01006_date_00313_rcs",0.00376882869055644,0.00185695081196284,0.0082610293458787,"LCH",1006,313,2576102.04603945,3691508.65813352,"RT7","RT7","RT08",NA,55,NA
"site_01007_date_00263_miljodata_sweden",0.0024482553208981,0.00087024634605389,0.0081269474283679,"LCH",1007,263,6557241,489483,"RT6",NA,"RT04",NA,44,NA
"site_01008_date_00263_miljodata_sweden",0.00352285665008626,0.0016088284281779,0.00855595614446748,"LCH",1008,263,6569521,508068,"RT7",NA,"RT02",NA,44,NA
"site_01008_date_00314_rcs",0.00360320620412899,0.00133079484696804,0.0115618910583983,"LCH",1008,314,2576102.04603945,3691508.65813352,"RT8","RT8_10_11_18","RT08",NA,37,"E"
"site_01009_date_00294_miljodata_sweden",0.00263179874821104,0.000621768196918186,0.0123914877612563,"LCH",1009,294,6532926,478351,"RT6",NA,"RT04",NA,21,NA
"site_01010_date_00263_miljodata_sweden",0.00234973159921853,0.000658721993003368,0.010489651537259,"LCH",1010,263,6571342,495795,"RT6",NA,"RT05",NA,36,NA
"site_01011_date_00294_miljodata_sweden",0.00268248546817116,0.000421769861532532,0.0269087970644597,"LCH",1011,294,6544735,493593,"RT3",NA,"RT05",NA,26,"C"
"site_01012_date_00263_miljodata_sweden",0.00471193474628704,0.00124219886826686,0.0223878857868615,"LCH",1012,263,6558888,529839,"RT7",NA,"RT02",NA,29,NA
"site_01012_date_00386_monitoring_spain",0.00467758122020707,0.00160359827701837,0.0154530995971936,"LCH",1012,386,2279653.05388648,3237009.97214914,"RT18","RT8_10_11_18","RT11",NA,36,"E"
"site_01013_date_00263_miljodata_sweden",0.00248640230216677,0.000453653828955074,0.0181578111728833,"LCH",1013,263,6572022,580855,"RT7",NA,"RT02",NA,19,NA
"site_01014_date_00058_miljodata_sweden",0.00221758710250479,0.000776059255523049,0.00653636203243149,"LCH",1014,58,6430832,349596,"RT2",NA,"RT04",NA,56,"B"
"site_01014_date_00316_rcs",0.00421230397495321,0.00169165982733869,0.0106915055669233,"LCH",1014,316,2536362.11642909,3666862.47614014,"RT9","RT9","RT09",NA,42,"F"
"site_01015_date_00053_miljodata_sweden",0.00285217068638405,0.0012063728254342,0.00697157404287613,"LCH",1015,53,6478219,451040,"RT6",NA,"RT04",NA,63,NA
"site_01015_date_00371_monitoring_spain",0.00498275005107906,0.00234347578759535,0.0114031304749639,"LCH",1015,371,2219919.73473641,3269776.58576032,"RT18","RT8_10_11_18","RT11",NA,46,"E"
"site_01016_date_00041_miljodata_sweden",0.00213075305146491,0.000629315678122222,0.00809261694077819,"LCH",1016,41,6418547,348173,"RT6",NA,"RT04",NA,48,NA
"site_01017_date_00300_miljodata_sweden",0.00289708383050759,0.00114565556277235,0.00908728146121365,"LCH",1017,300,6651350,486950,"RT12",NA,"RT09",NA,44,NA
"site_01018_date_00004_miljodata_sweden",0.00180783710037143,0.000466796254508389,0.00837969727914442,"LCH",1018,4,6400179,320657,"RT1",NA,"RT01",NA,48,"A"
"site_01018_date_00301_miljodata_sweden",0.00260193520523948,0.000400672887762497,0.0250101622665668,"LCH",1018,301,6400179,320657,"RT1",NA,"RT01",NA,20,"A"
"site_01019_date_00267_miljodata_sweden",0.00204743358396052,0.000425032930731128,0.0123351543506628,"LCH",1019,267,6318685,529188,"RT12",NA,"RT08",NA,21,NA
"site_01020_date_00267_miljodata_sweden",0.00257327918904006,0.000557127669790583,0.0141394505749658,"LCH",1020,267,6296324,522126,"RT3",NA,"RT05",NA,20,"C"
"site_01021_date_00268_miljodata_sweden",0.0112005617280786,0.00492726061866924,0.0317285365910462,"LCH",1021,268,6254118,487619,"RT3",NA,"RT05",NA,10,"C"
"site_01022_date_00069_miljodata_sweden",0.0020853051438829,0.000633562363176323,0.0098716209205064,"LCH",1022,69,6666616,421780,"RT6",NA,"RT05",NA,24,NA
"site_01023_date_00002_miljodata_sweden",0.00229345524021124,0.000591175123146923,0.0118215677736004,"LCH",1023,2,6679086,498711,"RT6",NA,"RT04",NA,22,NA
"site_01023_date_00402_monitoring_spain",0.00331224207369737,0.00124680535281128,0.010779807562428,"LCH",1023,402,2192777.54215748,3434313.4850121,"RT18","RT8_10_11_18","RT11",NA,35,"E"
"site_01024_date_00002_miljodata_sweden",0.00257342117566037,0.000719279493436937,0.0100867812513926,"LCH",1024,2,6663609,511626,"RT2",NA,"RT04",NA,22,"B"
"site_01024_date_00284_rcs",0.0031845917761645,0.00116631257962306,0.00946032359858991,"LCH",1024,284,2559077.78533669,3632173.75977385,"RT18","RT8_10_11_18","RT08",NA,38,"E"
"site_01024_date_00401_monitoring_spain",0.00392719119670703,0.00107817085634811,0.0190662158237054,"LCH",1024,401,2144112.97541221,3425052.20104288,"RT18","RT8_10_11_18","RT11",NA,25,"E"
"site_01025_date_00220_miljodata_sweden",0.00244970012527172,0.000686522643810647,0.0115750558160487,"LCH",1025,220,6641726,554055,"RT3",NA,"RT05",NA,25,"C"
"site_01025_date_00631_naiades",0.00293954543117627,0.000471614019975989,0.0209866243022525,"LCH",1025,631,2793392.59643042,3548215.89428114,"RT5","RT4_5","RT03",NA,27,"D"
"site_01026_date_00021_miljodata_sweden",0.00397239143608756,0.00108636354389096,0.0201549811092982,"LCH",1026,21,6668411,498799,"RT3",NA,"RT05",NA,20,"C"
"site_01026_date_00196_rcs",0.00348297879485572,0.00158878577417102,0.0085739663457896,"LCH",1026,196,2559077.78533669,3632173.75977385,"RT8","RT8_10_11_18","RT08",NA,57,"E"
"site_01027_date_00045_miljodata_sweden",0.00253049103602221,0.000772425668703343,0.0101748913369473,"LCH",1027,45,6672354,498355,"RT3",NA,"RT05",NA,27,"C"
"site_01027_date_00045_rcs",0.00362963150488836,0.00126258089021931,0.0113265025812389,"LCH",1027,45,2559077.78533669,3632173.75977385,"RT3","RT3","RT08",NA,31,"C"
"site_01027_date_01139_naiades",0.00382014112878139,0.0012077197659993,0.0126220325277865,"LCH",1027,1139,2803820.71437827,3542867.23680422,"RT3","RT3","RT05",NA,46,"C"
"site_01028_date_00045_miljodata_sweden",0.00243117068078598,0.000776201841270858,0.0104114195016982,"LCH",1028,45,6668842,512766,"RT2",NA,"RT04",NA,31,"B"
"site_01029_date_00002_miljodata_sweden",0.002253798723055,0.000690820602429235,0.00931691112039269,"LCH",1029,2,6662796,529152,"RT2",NA,"RT04",NA,37,"B"
"site_01030_date_00008_miljodata_sweden",0.00242291752041909,0.000733036969995526,0.00981887432667913,"LCH",1030,8,6651816,536829,"RT6",NA,"RT05",NA,31,NA
"site_01030_date_00660_naiades",0.00634170758311052,0.00199503535877301,0.0233207796345681,"LCH",1030,660,2779244.81039085,3534099.71787772,"RT4","RT4_5","RT02",NA,48,"D"
"site_01031_date_00010_naiades",0.00487987099364316,0.00214038891689462,0.0125914756167147,"LCH",1031,10,2869233.31810584,3573187.95605761,"RT9","RT9","RT09",NA,44,"F"
"site_01031_date_00021_miljodata_sweden",0.00206142176993542,0.000565240735593745,0.0108764139467375,"LCH",1031,21,6647688,547354,"RT6",NA,"RT05",NA,24,NA
"site_01032_date_00021_miljodata_sweden",0.00359590278533647,0.000528713865870305,0.0306497638251532,"LCH",1032,21,6618762,567060,"RT2",NA,"RT04",NA,19,"B"
"site_01033_date_00056_miljodata_sweden",0.00316740134294145,0.00136321822730345,0.00784738818836256,"LCH",1033,56,6891942,441273,"RT12",NA,"RT08",NA,40,NA
"site_01033_date_00527_naiades",0.00352806905515794,0.00158923620732392,0.00833369124948186,"LCH",1033,527,2872410.28247511,3564465.7849308,"RT9","RT9","RT09",NA,50,"F"
"site_01034_date_00034_miljodata_sweden",0.00221257011324525,0.000593047467176723,0.00888453252249368,"LCH",1034,34,6270739,512406,"RT6",NA,"RT04",NA,29,NA
"site_01035_date_00034_miljodata_sweden",0.00272286519643161,0.000998024532567729,0.00779805487238966,"LCH",1035,34,6256845,510043,"RT6",NA,"RT04",NA,41,NA
"site_01036_date_00002_miljodata_sweden",0.00537612313355781,0.00105777833351104,0.0352405713639395,"LCH",1036,2,6231014,516126,"RT6",NA,"RT04",NA,16,NA
"site_01037_date_00039_miljodata_sweden",0.00349448589761945,0.00178528145630817,0.0078817621040321,"LCH",1037,39,7213758,629079,"RT12",NA,"RT08",NA,52,NA
"site_01037_date_00262_naiades",0.00480962345664953,0.00111033296096629,0.029090449211464,"LCH",1037,262,2877646.57309794,3549727.22574525,"RT3","RT3","RT05",NA,30,"C"
"site_01038_date_00221_miljodata_sweden",0.00222326868588947,0.000688609125043412,0.00820456186673814,"LCH",1038,221,6371988,356833,"RT6",NA,"RT04",NA,40,NA
"site_01038_date_00769_naiades",0.00312011075455652,0.00105397531427169,0.0093185940330693,"LCH",1038,769,2879798.02785219,3531354.18017202,"RT3","RT3","RT05",NA,46,"C"
"site_01039_date_00021_miljodata_sweden",0.00350595439836931,0.000751748409993987,0.0257840509742786,"LCH",1039,21,6626664,691609,"RT4",NA,"RT02",NA,27,"D"
"site_01040_date_00106_miljodata_sweden",0.0196936833999776,0.00304575004975459,0.243354179977854,"LCH",1040,106,6422789,455731,"RT6",NA,"RT04",NA,14,NA
"site_01041_date_00201_miljodata_sweden",0.00959505769843402,0.00142181036900712,0.11540267573452,"LCH",1041,201,6456026,475076,"RT6",NA,"RT04",NA,12,NA
"site_01042_date_00122_miljodata_sweden",0.0150772419212698,0.00291585991810438,0.10551050501521,"LCH",1042,122,6573002,472729,"RT2",NA,"RT04",NA,14,"B"
"site_01044_date_00122_miljodata_sweden",0.225604337182976,0.0412656360242821,2.39342090585189,"LCH",1044,122,6623012,475931,"RT6",NA,"RT04",NA,4,NA
"site_01045_date_04515_monitoring_germany",0.00164576477883537,0.000471012229915635,0.00672235632213868,"LCH",1045,4515,3114944.21878425,4262205.49412365,"RT4","RT4_5","RT02",NA,38,"D"
"site_01046_date_00042_miljodata_sweden",0.0205101372425481,0.00478931927949085,0.182077909346249,"LCH",1046,42,6645232,457717,"RT12",NA,"RT08",NA,7,NA
"site_01046_date_04515_monitoring_germany",0.00175160774464515,0.000489755779949681,0.00829948622741349,"LCH",1046,4515,3114307.52734424,4262836.88085613,"RT4","RT4_5","RT02",NA,35,"D"
"site_01047_date_00039_miljodata_sweden",0.00885618346161789,0.00274439230981268,0.0349241217839899,"LCH",1047,39,6582543,468925,"RT6",NA,"RT04",NA,24,NA
"site_01047_date_00389_monitoring_spain",0.00467099076719157,0.00134517739811377,0.017082114164206,"LCH",1047,389,2256900.44412118,3312430.26317226,"RT4","RT4_5","RT11",NA,26,"D"
"site_01047_date_04515_monitoring_germany",0.00242861086667197,0.000874037513637713,0.00789369818318679,"LCH",1047,4515,3114288.03695551,4262872.61878025,"RT4","RT4_5","RT02",NA,34,"D"
"site_01048_date_00042_miljodata_sweden",0.0255848784404889,0.00414871584126175,0.21351140238902,"LCH",1048,42,6597885,456394,"RT2",NA,"RT04",NA,9,"B"
"site_01049_date_00042_miljodata_sweden",0.0199323455492729,0.00255089270230872,0.253134344878598,"LCH",1049,42,6613263,455107,"RT6",NA,"RT04",NA,5,NA
"site_01050_date_00042_miljodata_sweden",0.016349920956855,0.00213725160505753,0.291121041909649,"LCH",1050,42,6614607,454641,"RT6",NA,"RT04",NA,5,NA
"site_01050_date_00643_monitoring_uk",0.00203883777593317,0.00060946931916861,0.00799978767943514,"LCH",1050,643,3318977.76990286,3471538.16250974,"RT4","RT4_5","RT02",NA,36,"D"
"site_01051_date_00042_miljodata_sweden",0.0556502368231224,0.0347939559098248,0.136467317537817,"LCH",1051,42,6617649,454104,"RT6",NA,"RT04",NA,2,NA
"site_01051_date_00113_rcs",0.00342320314886239,0.00129340390176028,0.00948478284250084,"LCH",1051,113,2612947.54975117,3716843.53185724,"RT2","RT2","RT08",NA,47,"B"
"site_01051_date_00216_monitoring_poland",0.00385553773627432,0.000980626091039745,0.0231529648432821,"LCH",1051,216,3103248.67450398,5167392.39702356,"RT2","RT2","RT04",NA,19,"B"
"site_01052_date_00002_miljodata_sweden",0.126626659153489,0.115490259190005,0.149825254866724,"LCH",1052,2,6678494,498286,"RT6",NA,"RT04",NA,2,NA
"site_01053_date_00002_miljodata_sweden",0.0158235144932298,0.00274732704485148,0.135836983471556,"LCH",1053,2,6678608,498604,"RT6",NA,"RT04",NA,10,NA
"site_01054_date_00013_miljodata_sweden",0.024662040469418,0.00174570517569717,1.03678907864457,"LCH",1054,13,6668946,498972,"RT3",NA,"RT05",NA,3,"C"
"site_01054_date_00217_monitoring_poland",0.00225366870861883,0.00045198295240508,0.0155434403998182,"LCH",1054,217,3115042.08093937,5199562.2533845,"RT3","RT3","RT05",NA,20,"C"
"site_01054_date_00323_rcs",0.00334736112101749,0.00147103302666918,0.00893891118567755,"LCH",1054,323,2610596.64049659,3715050.34662317,"RT3","RT3","RT08",NA,49,"C"
"site_01055_date_00013_miljodata_sweden",0.0260107561910384,0.00838383836573359,0.123410618313928,"LCH",1055,13,6668924,498803,"RT3",NA,"RT05",NA,8,"C"
"site_01057_date_00002_miljodata_sweden",0.0276032386733262,0.0043249076740708,0.208671704224608,"LCH",1057,2,6672888,507431,"RT3",NA,"RT05",NA,11,"C"
"site_01059_date_00002_miljodata_sweden",0.130439999534312,0.126991520140288,0.137418506005339,"LCH",1059,2,6662318,512079,"RT2",NA,"RT04",NA,2,"B"
"site_01059_date_00216_monitoring_poland",0.0043065071982081,0.000951051791715234,0.0311413782424266,"LCH",1059,216,3427781.09198334,5205796.4115258,"RT7","RT7","RT02",NA,10,NA
"site_01060_date_00002_miljodata_sweden",0.0129881136346273,0.00457391201034656,0.0474656179886247,"LCH",1060,2,6662610,512255,"RT2",NA,"RT04",NA,26,"B"
"site_01061_date_00008_miljodata_sweden",0.0426753338932086,0.0031982869399464,2.69025930099665,"LCH",1061,8,6665326,527537,"RT2",NA,"RT04",NA,3,"B"
"site_01062_date_00008_miljodata_sweden",0.0359748414232986,0.004783452969103,0.511047206231951,"LCH",1062,8,6664329,527759,"RT2",NA,"RT04",NA,6,"B"
"site_01063_date_00008_miljodata_sweden",0.0214742377163511,0.00580209781701056,0.0995265008871237,"LCH",1063,8,6653503,536868,"RT2",NA,"RT04",NA,11,"B"
"site_01064_date_00008_miljodata_sweden",0.0256332343101248,0.00523666591554064,0.165418311976575,"LCH",1064,8,6652659,536448,"RT6",NA,"RT05",NA,12,NA
"site_01065_date_00013_miljodata_sweden",0.0371768249971422,0.0062744464090409,0.418411869187173,"LCH",1065,13,6648712,547303,"RT2",NA,"RT04",NA,9,"B"
"site_01066_date_00013_miljodata_sweden",0.0197979417557246,0.00482618069020588,0.0896478337217017,"LCH",1066,13,6648139,547070,"RT2",NA,"RT04",NA,19,"B"
"site_01066_date_00064_rcs",0.00355693952105383,0.0014288314605433,0.00940910036628466,"LCH",1066,64,2638193.28171121,3689730.70170769,"RT5","RT4_5","RT03",NA,48,"D"
"site_01067_date_00220_miljodata_sweden",0.0104108054958989,0.00311599776440947,0.0394192435051233,"LCH",1067,220,6642595,553976,"RT3",NA,"RT05",NA,21,"C"
"site_01068_date_00003_miljodata_sweden",0.0290293050899565,0.00510261640311621,0.364400929917577,"LCH",1068,3,6618263,567188,"RT2",NA,"RT04",NA,7,"B"
"site_01069_date_00100_miljodata_sweden",0.0367029891492592,0.00965726123895835,0.18484713956341,"LCH",1069,100,6800787,576244,"RT1",NA,"RT01",NA,20,"A"
"site_01069_date_00263_rcs",0.00426682316853921,0.00205032710504114,0.0100499153088989,"LCH",1069,263,2584583.45152514,3696512.00090325,"RT9","RT9","RT09",NA,49,"F"
"site_01070_date_00048_miljodata_sweden",0.0224624511775427,0.0037251012507602,0.268954479540021,"LCH",1070,48,6378855,417407,"RT6",NA,"RT04",NA,10,NA
"site_01071_date_00048_miljodata_sweden",0.0705651278251798,0.0506117829166531,0.122830153767263,"LCH",1071,48,6371372,425911,"RT12",NA,"RT09",NA,4,NA
"site_01072_date_00219_monitoring_poland",0.00335182734112131,0.000748295007941303,0.0217467679182639,"LCH",1072,219,3325325.11573294,5130243.64785666,"RT10","RT8_10_11_18","RT05",NA,19,"E"
"site_01072_date_00234_miljodata_sweden",0.0193990750308348,0.00279937873345409,0.24150761041261,"LCH",1072,234,6578434,389659,"RT2",NA,"RT04",NA,5,"B"
"site_01072_date_04516_monitoring_germany",0.00225237002004215,0.000675942659264319,0.00936411640723221,"LCH",1072,4516,3116511.49752986,4243708.12920877,"RT10","RT8_10_11_18","RT06",NA,42,"E"
"site_01073_date_00234_miljodata_sweden",0.018231768533102,0.00265745204114805,0.189801112251512,"LCH",1073,234,6580064,396286,"RT6",NA,"RT04",NA,9,NA
"site_01073_date_00263_rcs",0.003573638998384,0.00159156588500427,0.00816864200390749,"LCH",1073,263,2598945.026041,3675124.02520926,"RT8","RT8_10_11_18","RT08",NA,57,"E"
"site_01074_date_00234_miljodata_sweden",0.0278010076317352,0.0050577089490831,0.236951939772069,"LCH",1074,234,6571613,391741,"RT3",NA,"RT05",NA,8,"C"
"site_01075_date_00233_miljodata_sweden",0.0381304705174268,0.00930211571181226,0.178374970437453,"LCH",1075,233,6549303,377722,"RT2",NA,"RT04",NA,14,"B"
"site_01076_date_00280_miljodata_sweden",0.0799197417307454,0.0161870208627426,0.555648208055016,"LCH",1076,280,6577754,407759,"RT3",NA,"RT05",NA,11,"C"
"site_01077_date_00233_miljodata_sweden",0.0750652100383259,0.0192832951797287,0.436934964232099,"LCH",1077,233,6577434,422606,"RT3",NA,"RT05",NA,14,"C"
"site_01078_date_00276_miljodata_sweden",0.0187759509584158,0.00376221765161084,0.243383386399503,"LCH",1078,276,6526950,500934,"RT6",NA,"RT04",NA,6,NA
"site_01079_date_00006_naiades",0.00326597169053624,0.00089662777725702,0.0114119076883213,"LCH",1079,6,2733499.50275989,3533218.96170299,"RT2","RT2","RT04",NA,52,"B"
"site_01079_date_00276_miljodata_sweden",0.02293290271227,0.00336698414322007,0.299676178636852,"LCH",1079,276,6526947,500635,"RT6",NA,"RT04",NA,7,NA
"site_01080_date_00096_rcs",0.00256002805504582,0.000916710415576623,0.00855974632912521,"LCH",1080,96,2600506.958156,3637737.67119175,"RT9","RT9","RT09",NA,39,"F"
"site_01080_date_00154_miljodata_sweden",0.0242031231300203,0.00590782234614888,0.149476922308781,"LCH",1080,154,6600009,594422,"RT6",NA,"RT04",NA,13,NA
"site_01081_date_00154_miljodata_sweden",0.033483504602761,0.00628056360181507,0.253876896065728,"LCH",1081,154,6605628,587906,"RT6",NA,"RT04",NA,9,NA
