"sample","HC5_aj","lower","upper","chem","site_id","date_id","latitude","longitude","brt20","brt20_aggregate","brt12","RT_AF","richness","ta7"
"site_00090_date_00546_monitoring_poland",0.0110779406313326,0.0025958878445972,0.0685087716525666,"IMD",90,546,3410025.09630617,5124908.99817005,"RT1","RT1","RT01",NA,12,"A"
"site_00091_date_00009_monitoring_greece",0.0146990085638311,0.00735800389222049,0.0334643122186974,"IMD",91,9,1891905.40038532,5311585.18215255,"RT19","RT19","RT12",NA,15,NA
"site_00091_date_00112_naiades",0.00677664147056393,0.00224025255484392,0.0204870136249216,"IMD",91,112,2705357.94532649,3851477.84757537,"RT19","RT19","RT03",NA,33,NA
"site_00091_date_00123_miljodata_sweden",0.0023036463047046,0.000813845516037143,0.00697390107236666,"IMD",91,123,6150322,396176,"RT7",NA,"RT02",NA,53,NA
"site_00091_date_00289_ebro",0.0108381690688478,0.00256840561768251,0.0573286471603806,"IMD",91,289,2259344.79621266,3280804.90389574,"RT19","RT19","RT12",NA,16,NA
"site_00092_date_00114_naiades",0.0100483745025252,0.00481637875304676,0.0220081550954404,"IMD",92,114,2707952.19665769,3842963.03423186,"RT5","RT4_5","RT03",NA,27,"D"
"site_00092_date_00124_miljodata_sweden",0.00205456597271909,0.000888618758952602,0.00502389563906534,"IMD",92,124,6174721,404038,"RT4",NA,"RT02",NA,84,"D"
"site_00093_date_00021_miljodata_sweden",0.00102290674673945,5.79524426485241e-05,0.0474601749359031,"IMD",93,21,6500984,438132,"RT7",NA,"RT02",NA,7,NA
"site_00093_date_00069_monitoring_finnland",0.0157234131281839,0.0101118775262751,0.0271671854000061,"IMD",93,69,4464343.5617133,5226751.9692068,"RT2","RT2","RT04",NA,36,"B"
"site_00094_date_00026_miljodata_sweden",0.0017771040858615,0.000655493167063628,0.00528723316149539,"IMD",94,26,6638162,614324,"RT7",NA,"RT02",NA,52,NA
"site_00095_date_00005_rcs",0.00531168000545066,0.00144589267512788,0.0210505252759751,"IMD",95,5,2853439.43789748,4131381.1826814,"RT2","RT2","RT04",NA,37,"B"
"site_00095_date_00078_miljodata_sweden",0.00370074815376642,0.000869278990939795,0.0296407387582206,"IMD",95,78,7123130,747661,"RT6",NA,"RT04",NA,7,NA
"site_00096_date_00004_miljodata_sweden",0.00233634187195563,0.000892565549713846,0.00630410842077372,"IMD",96,4,6420575,727788,"RT5",NA,"RT03",NA,41,"D"
"site_00097_date_00021_miljodata_sweden",0.00278818765394408,0.00102598492574951,0.00796850595892572,"IMD",97,21,6513292,455007,"RT6",NA,"RT05",NA,57,NA
"site_00097_date_00057_rcs",0.00759726437040128,0.00275102459798816,0.0250939657422308,"IMD",97,57,2853439.43789748,4131381.1826814,"RT4","RT4_5","RT04",NA,42,"D"
"site_00097_date_00279_monitoring_poland",0.00803329931759258,0.00173137024903208,0.043362849514754,"IMD",97,279,3085276.78693643,5155026.27064615,"RT4","RT4_5","RT02",NA,16,"D"
"site_00098_date_00125_miljodata_sweden",0.00251466006432273,0.00100984639011236,0.00855378247473013,"IMD",98,125,6610066,524431,"RT6",NA,"RT04",NA,30,NA
"site_00099_date_00026_miljodata_sweden",0.00332921674924392,0.000910509088058872,0.0149474189836158,"IMD",99,26,7066942,711727,"RT6",NA,"RT05",NA,27,NA
"site_00099_date_00318_monitoring_poland",0.0223144350466922,0.00502799261639333,0.132908035073073,"IMD",99,318,3098926.93981422,5164218.01953131,"RT3","RT3","RT05",NA,17,"C"
"site_00100_date_00120_miljodata_sweden",0.00238938381527695,0.001040744843796,0.00551644721086276,"IMD",100,120,7281632,612783,"RT8",NA,"RT08",NA,49,"E"
"site_00101_date_00040_miljodata_sweden",0.00291416668041356,0.00133342507538935,0.00722738403733565,"IMD",101,40,6421980,533782,"RT6",NA,"RT05",NA,51,NA
"site_00102_date_00094_miljodata_sweden",0.00129190043395586,0.000322247550242483,0.00618799588691056,"IMD",102,94,7422760,570495,"RT8",NA,"RT08",NA,19,"E"
"site_00102_date_00269_ebro",0.00848984016450348,0.00290418195111215,0.0281906347693153,"IMD",102,269,2228484.90267637,3388255.57900329,"RT18","RT8_10_11_18","RT11",NA,34,"E"
"site_00103_date_00010_monitoring_greece",0.00593997934034012,0.00182798731416867,0.0232713284464374,"IMD",103,10,2139990.01689301,5558585.27724856,"RT18","RT8_10_11_18","RT11",NA,21,"E"
"site_00103_date_00101_miljodata_sweden",0.00113300353546256,0.000206128581491275,0.00852052597417854,"IMD",103,101,6984927,400320,"RT14",NA,"RT10",NA,15,"G"
"site_00103_date_00111_miljodata_sweden",0.00120370570195319,0.000325146594392851,0.00639037392366019,"IMD",103,111,6984927,400320,"RT14",NA,"RT10",NA,25,"G"
"site_00103_date_00268_ebro",0.00860245678282584,0.00321843886831708,0.0270565219650012,"IMD",103,268,2246694.72172842,3408178.46018678,"RT18","RT8_10_11_18","RT11",NA,32,"E"
"site_00104_date_00001_naiades",0.00717299365126975,0.0026145836553923,0.0205567828857521,"IMD",104,1,2779109.64091954,3815972.10964323,"RT18","RT8_10_11_18","RT02",NA,55,"E"
"site_00104_date_00079_miljodata_sweden",0.00185073522552664,0.00071632803427716,0.00482429808277467,"IMD",104,79,7004344,409602,"RT9",NA,"RT09",NA,52,"F"
"site_00104_date_00269_ebro",0.00576786060140126,0.00137521022378341,0.0266338786182562,"IMD",104,269,2231305.48724166,3395565.17864217,"RT18","RT8_10_11_18","RT11",NA,19,"E"
"site_00105_date_00024_ebro",0.00626239416744124,0.00245199752983027,0.0173577471288941,"IMD",105,24,2182198.90871271,3575134.98975955,"RT18","RT8_10_11_18","RT11",NA,34,"E"
"site_00105_date_00050_wiser",0.00242980605637859,0.00108531271813785,0.00561778368598458,"IMD",105,50,2749864.65172732,4731976.93642795,"RT18","RT8_10_11_18","RT10",NA,46,"E"
"site_00105_date_00127_miljodata_sweden",0.0022106280208602,0.000919263579267265,0.00577422974274135,"IMD",105,127,6984138,437034,"RT9",NA,"RT09",NA,46,"F"
"site_00106_date_00010_monitoring_greece",0.0200003680324176,0.0135265106951722,0.0322392811632595,"IMD",106,10,2134626.62786884,5563765.28927091,"RT14","RT14_15_16","RT11",NA,26,"G"
"site_00106_date_00127_miljodata_sweden",0.00188249472929907,0.000716974036626307,0.00571477561939902,"IMD",106,127,6982406,437675,"RT12",NA,"RT08",NA,35,NA
"site_00106_date_00247_ebro",0.00445085322038208,0.00137787319694752,0.0169397553593877,"IMD",106,247,2196792.0003838,3598071.07460618,"RT14","RT14_15_16","RT10",NA,25,"G"
"site_00107_date_00010_monitoring_greece",0.0164972714299458,0.00802707719615597,0.040510486247527,"IMD",107,10,2130253.64351159,5565904.90451896,"RT14","RT14_15_16","RT11",NA,13,"G"
"site_00107_date_00050_miljodata_sweden",0.00228555193335052,0.000897371810332126,0.00579219069821242,"IMD",107,50,7181862,724058,"RT12",NA,"RT08",NA,49,NA
"site_00107_date_00050_wiser",0.00259054597344583,0.00118174711305907,0.00635120176334172,"IMD",107,50,2739219.50802201,4746608.56404222,"RT14","RT14_15_16","RT06",NA,46,"G"
"site_00107_date_00247_ebro",0.00591849937499641,0.00223128820503527,0.0150104581686119,"IMD",107,247,2210118.43858032,3602593.65320246,"RT14","RT14_15_16","RT10",NA,42,"G"
"site_00108_date_00010_monitoring_greece",0.0084935406574132,0.0021405697931415,0.0434628151052785,"IMD",108,10,2124460.81775846,5572266.14156143,"RT14","RT14_15_16","RT11",NA,12,"G"
"site_00108_date_00051_wiser",0.00346421319664307,0.00188372818427245,0.00703392233498001,"IMD",108,51,2750651.92015533,4756063.06088811,"RT14","RT14_15_16","RT06",NA,51,"G"
"site_00108_date_00087_miljodata_sweden",0.002123907752907,0.000903565649640327,0.00506824440245529,"IMD",108,87,7300790,687762,"RT9",NA,"RT09",NA,41,"F"
"site_00108_date_00247_ebro",0.00598380231210264,0.00235112585787166,0.0156771136048577,"IMD",108,247,2200743.87684016,3606411.57437305,"RT14","RT14_15_16","RT10",NA,36,"G"
"site_00109_date_00004_miljodata_sweden",0.00752777640178171,0.00290389937945505,0.0249230757587088,"IMD",109,4,6656120,658796,"RT7",NA,"RT02",NA,24,NA
"site_00109_date_00010_monitoring_greece",0.0214025587294294,0.0103837156567269,0.0504655317139558,"IMD",109,10,2126939.03657053,5570839.19598835,"RT17","RT17","RT11",NA,11,NA
"site_00110_date_00104_naiades",0.00389036585826102,0.00103674554859318,0.0156474690054689,"IMD",110,104,2709704.90131457,3873624.31427952,"RT14","RT14_15_16","RT09",NA,34,"G"
"site_00110_date_00131_miljodata_sweden",0.00611132575359224,0.0027321215576616,0.0143702816594681,"IMD",110,131,6938340,374935,"RT9",NA,"RT09",NA,44,"F"
"site_00110_date_00538_ebro",0.00488276184120131,0.00159058537615348,0.0179485859682838,"IMD",110,538,2228276.18730352,3561264.37169698,"RT14","RT14_15_16","RT10",NA,21,"G"
"site_00111_date_00021_miljodata_sweden",0.00778724357934373,0.00390789250739415,0.0169793523886399,"IMD",111,21,6431712,448738,"RT3",NA,"RT05",NA,48,"C"
"site_00111_date_00166_naiades",0.00647410617347563,0.00281400328850194,0.0158820424347434,"IMD",111,166,2721665.99442648,3869805.12181197,"RT14","RT14_15_16","RT09",NA,55,"G"
"site_00111_date_00248_ebro",0.00453877844653981,0.00178988620644028,0.0133385846500529,"IMD",111,248,2218241.71523975,3590017.22087046,"RT14","RT14_15_16","RT10",NA,32,"G"
"site_00112_date_00003_monitoring_portugual",0.00679206541691775,0.0023978454660474,0.0210955557072732,"IMD",112,3,2202118.38474696,2951836.18187915,"RT17","RT17","RT11",NA,29,NA
"site_00112_date_00010_monitoring_greece",0.0144704066439271,0.00827850336525741,0.0291063940539883,"IMD",112,10,2153059.20533416,5569028.29675168,"RT17","RT17","RT11",NA,19,NA
"site_00112_date_00053_wiser",0.00200438313670474,0.000714990039242401,0.00567164171663403,"IMD",112,53,2761338.20744562,4696259.7130332,"RT17","RT17","RT06",NA,43,NA
"site_00112_date_00078_miljodata_sweden",0.00955187224107521,0.00486608799486206,0.0190806083503079,"IMD",112,78,6167274,425495,"RT4",NA,"RT02",NA,73,"D"
"site_00112_date_00167_naiades",0.00807375222357125,0.00402946299544636,0.0175204050417107,"IMD",112,167,2718229.32352373,3875159.52140367,"RT17","RT17","RT09",NA,50,NA
"site_00113_date_00010_monitoring_greece",0.00843439197214083,0.00281346229760606,0.0287477427238231,"IMD",113,10,2150713.84450425,5578262.57218219,"RT17","RT17","RT11",NA,24,NA
"site_00113_date_00054_wiser",0.00392700470541329,0.00140749238813724,0.011507632760994,"IMD",113,54,2756018.39378756,4716451.89625044,"RT17","RT17","RT06",NA,30,NA
"site_00113_date_00133_miljodata_sweden",0.00461595017802305,0.000827206778995163,0.0307933475494311,"IMD",113,133,6506696,479126,"RT3",NA,"RT05",NA,16,"C"
"site_00114_date_00021_miljodata_sweden",0.00512144010230665,0.00151601767764202,0.0191876416158274,"IMD",114,21,6326928,365982,"RT6",NA,"RT04",NA,23,NA
"site_00114_date_00054_wiser",0.00211379458423031,0.000899189407629517,0.00604993958774043,"IMD",114,54,2759472.02329195,4717285.79537543,"RT10","RT8_10_11_18","RT06",NA,50,"E"
"site_00115_date_00054_wiser",0.00379627579167325,0.00163613207863091,0.00948291309555175,"IMD",115,54,2765456.8593519,4714762.57911858,"RT18","RT8_10_11_18","RT06",NA,35,"E"
"site_00115_date_00057_miljodata_sweden",0.00785482790494541,0.00387407222867381,0.0178188697103134,"IMD",115,57,7302110,686975,"RT9",NA,"RT09",NA,40,"F"
"site_00115_date_00135_miljodata_sweden",0.00818186666300264,0.00388006351304011,0.0198832688126308,"IMD",115,135,7302110,686975,"RT9",NA,"RT09",NA,35,"F"
"site_00115_date_00174_naiades",0.00640139849735329,0.00238051284015272,0.0194479743274518,"IMD",115,174,2701153.13788233,3861868.63646013,"RT18","RT8_10_11_18","RT09",NA,33,"E"
"site_00115_date_00260_ebro",0.0104513301776043,0.00461437412325468,0.0295193369185564,"IMD",115,260,2162947.44325464,3551307.85503641,"RT18","RT8_10_11_18","RT11",NA,36,"E"
"site_00116_date_00003_monitoring_portugual",0.0103896805518756,0.00469087697743863,0.0265555648458211,"IMD",116,3,2163314.42553406,2798848.44988211,"RT14","RT14_15_16","RT11",NA,29,"G"
"site_00116_date_00007_miljodata_sweden",0.0124634281847147,0.00724204862897673,0.021620880200383,"IMD",116,7,7102266,593943,"RT12",NA,"RT08",NA,45,NA
"site_00116_date_00055_wiser",0.00316121183635818,0.00145950157786814,0.00744004111989607,"IMD",116,55,2769151.56417619,4709625.92347661,"RT14","RT14_15_16","RT06",NA,49,"G"
"site_00116_date_00175_naiades",0.00425661262530283,0.00169705220206444,0.0135029185142577,"IMD",116,175,2710862.01713904,3861272.23274594,"RT14","RT14_15_16","RT08",NA,48,"G"
"site_00116_date_00250_ebro",0.00517794775269202,0.00156354340011278,0.0192644877758035,"IMD",116,250,2196625.15199777,3560521.7396273,"RT14","RT14_15_16","RT10",NA,32,"G"
"site_00116_date_00298_monitoring_poland",0.0055820208077735,0.00062463057905432,0.0570407037115234,"IMD",116,298,3099491.09811074,5163104.13436624,"RT14","RT14_15_16","RT04",NA,14,"G"
"site_00117_date_00111_miljodata_sweden",0.00628385366864342,0.00272632286275916,0.0153004308623489,"IMD",117,111,7357546,875045,"RT6",NA,"RT04",NA,51,NA
"site_00117_date_00249_ebro",0.00522035324311315,0.0018771279787739,0.016765633759363,"IMD",117,249,2206691.29344819,3560002.04859801,"RT14","RT14_15_16","RT10",NA,36,"G"
"site_00118_date_00010_monitoring_greece",0.0118035320800931,0.00462286577098337,0.0324024429656166,"IMD",118,10,2143153.99301315,5578795.57947332,"RT14","RT14_15_16","RT11",NA,23,"G"
"site_00118_date_00100_miljodata_sweden",0.00760335311985737,0.00281573992004263,0.0255269674061422,"IMD",118,100,6746724,397801,"RT12",NA,"RT08",NA,23,NA
"site_00118_date_00347_ebro",0.00734601129219875,0.00317163734089935,0.020788028852422,"IMD",118,347,2202087.71245701,3565629.90666367,"RT14","RT14_15_16","RT10",NA,35,"G"
"site_00119_date_00003_monitoring_portugual",0.00494220632849681,0.00200367241115505,0.014777992496239,"IMD",119,3,2175893.39001031,2774593.21196442,"RT17","RT17","RT05",NA,38,NA
"site_00119_date_00010_monitoring_greece",0.0149688067595416,0.00864703185120637,0.0296941384605191,"IMD",119,10,2132893.34534433,5593710.96191428,"RT17","RT17","RT11",NA,10,NA
"site_00119_date_00024_miljodata_sweden",0.00666240506478891,0.00259507027943622,0.0223356476533584,"IMD",119,24,7133714,731429,"RT6",NA,"RT04",NA,24,NA
"site_00119_date_00179_naiades",0.00946144209313927,0.00404845271987297,0.0234027919777122,"IMD",119,179,2720055.94315374,3852101.03780682,"RT17","RT17","RT05",NA,49,NA
"site_00120_date_00004_miljodata_sweden",0.00889955299859586,0.00366034647679731,0.0252068516377129,"IMD",120,4,6903726,565845,"RT12",NA,"RT09",NA,27,NA
"site_00121_date_00010_monitoring_greece",0.0107729229107743,0.0022381635263961,0.0861424580455722,"IMD",121,10,2126325.78815346,5597592.15499033,"RT17","RT17","RT11",NA,14,NA
"site_00121_date_00011_miljodata_sweden",0.00892378691425589,0.00448574611494847,0.0198637459830338,"IMD",121,11,6331097,510749,"RT9",NA,"RT09",NA,40,"F"
"site_00121_date_00041_monitoring_poland",0.0134572202925053,0.0064297448075457,0.0326577560074429,"IMD",121,41,3042514.08915437,5131371.63184075,"RT17","RT17","RT02",NA,17,NA
"site_00121_date_00252_ebro",0.00836483770526348,0.00233161319430554,0.0396671929794534,"IMD",121,252,2112866.56176165,3548030.2295509,"RT17","RT17","RT11",NA,27,NA
"site_00122_date_00003_monitoring_portugual",0.00806426022205885,0.00315026099873025,0.0221574847926563,"IMD",122,3,2087515.68249126,2881659.84863436,"RT19","RT19","RT12",NA,35,NA
"site_00122_date_00021_miljodata_sweden",0.0115110908950992,0.0066794959499193,0.0209729408852165,"IMD",122,21,7183432,756984,"RT6",NA,"RT05",NA,51,NA
"site_00123_date_00086_miljodata_sweden",0.00641863028742342,0.00265132436679026,0.0170487652180875,"IMD",123,86,7392516,673913,"RT9",NA,"RT09",NA,35,"F"
"site_00124_date_00004_miljodata_sweden",0.00758147695872364,0.00332069726118848,0.0202586900857325,"IMD",124,4,6319426,520504,"RT9",NA,"RT09",NA,39,"F"
"site_00124_date_00070_rcs",0.00656272765641277,0.00332801493047589,0.0141098848719804,"IMD",124,70,2826400.69951641,4106263.25002652,"RT4","RT4_5","RT09",NA,45,"D"
"site_00125_date_00140_miljodata_sweden",0.0083012312966387,0.00418483053423694,0.0170757838373234,"IMD",125,140,7083514,588732,"RT12",NA,"RT08",NA,48,NA
"site_00125_date_00363_miljodata_sweden",0.00539707476988479,0.00222520445100309,0.0148508386116839,"IMD",125,363,7083560,588371,"RT12",NA,"RT08",NA,37,NA
"site_00125_date_00364_miljodata_sweden",0.0052489112542675,0.00231253788228587,0.0131640251755171,"IMD",125,364,7083560,588371,"RT12",NA,"RT08",NA,47,NA
"site_00126_date_00030_rcs",0.00677752762009395,0.00351047747583235,0.0134816988306926,"IMD",126,30,2826400.69951641,4106263.25002652,"RT11","RT8_10_11_18","RT09",NA,50,"E"
"site_00126_date_00143_miljodata_sweden",0.00736403210085984,0.00361863087102863,0.01462751317672,"IMD",126,143,7034780,576300,"RT9",NA,"RT09",NA,55,"F"
"site_00126_date_00148_naiades",0.0106297090502291,0.00430341157286693,0.0284006403495197,"IMD",126,148,2733218.76908513,3873646.04227886,"RT11","RT8_10_11_18","RT07",NA,48,"E"
"site_00126_date_00359_miljodata_sweden",0.00778833579428023,0.00358816686404222,0.0185764910716102,"IMD",126,359,7035103,575766,"RT9",NA,"RT09",NA,38,"F"
"site_00126_date_00360_miljodata_sweden",0.00608206571057361,0.00292316759650275,0.0137598398027554,"IMD",126,360,7035103,575766,"RT9",NA,"RT09",NA,51,"F"
"site_00127_date_00071_rcs",0.00689529513484446,0.00353092996292166,0.0151625332618292,"IMD",127,71,2826400.69951641,4106263.25002652,"RT10","RT8_10_11_18","RT09",NA,48,"E"
"site_00127_date_00144_miljodata_sweden",0.00736490500116497,0.00272494752710608,0.022974889039645,"IMD",127,144,6393594,383732,"RT6",NA,"RT05",NA,28,NA
"site_00128_date_00072_rcs",0.00826865410848829,0.00444581125587598,0.0163648397910031,"IMD",128,72,2826400.69951641,4106263.25002652,"RT9","RT9","RT09",NA,49,"F"
"site_00128_date_00109_miljodata_sweden",0.0115707797023776,0.00570167229015083,0.0255943513592897,"IMD",128,109,7280589,688201,"RT8",NA,"RT08",NA,28,"E"
"site_00128_date_00135_miljodata_sweden",0.00832113203423512,0.00324524443882651,0.0225557774906472,"IMD",128,135,7280589,688201,"RT8",NA,"RT08",NA,32,"E"
"site_00129_date_00109_miljodata_sweden",0.0050454586868342,0.00195053478879242,0.0151313637484844,"IMD",129,109,7375724,618591,"RT8",NA,"RT08",NA,36,"E"
"site_00130_date_00078_miljodata_sweden",0.00807919462155927,0.0037017049502178,0.0203080966235211,"IMD",130,78,7207536,510680,"RT9",NA,"RT09",NA,25,"F"
"site_00131_date_00146_miljodata_sweden",0.0091659874065906,0.00526093600792939,0.0177296449380213,"IMD",131,146,7539708,847800,"RT9",NA,"RT09",NA,55,"F"
"site_00132_date_00033_miljodata_sweden",0.00634240393963897,0.00292004153887776,0.0144694057273804,"IMD",132,33,7231757,652183,"RT12",NA,"RT08",NA,47,NA
"site_00132_date_00075_rcs",0.00704571964526351,0.0025548093179767,0.0196002627858529,"IMD",132,75,2830505.41125039,4079467.63155279,"RT11","RT8_10_11_18","RT07",NA,46,"E"
"site_00133_date_00148_miljodata_sweden",0.00752206530229672,0.0038606526818096,0.0150537827214999,"IMD",133,148,7239088,549165,"RT8",NA,"RT08",NA,54,"E"
"site_00134_date_00029_ebro",0.00785300543728837,0.00309480872391015,0.0214933983530885,"IMD",134,29,2161585.69286711,3342373.4695726,"RT19","RT19","RT12",NA,38,NA
"site_00134_date_00062_wiser",0.00413527926037117,0.00197891360555564,0.00962438498529222,"IMD",134,62,2772014.00024531,4721661.4535171,"RT19","RT19","RT07",NA,45,NA
"site_00134_date_00140_miljodata_sweden",0.00903885791942827,0.00502760247025304,0.017762468198609,"IMD",134,140,7081270,494139,"RT8",NA,"RT08",NA,56,"E"
"site_00135_date_00003_monitoring_portugual",0.00618915544452806,0.00254455132797845,0.017333714480413,"IMD",135,3,2231202.99110875,2907864.86506133,"RT10","RT8_10_11_18","RT11",NA,38,"E"
"site_00135_date_00047_monitoring_poland",0.00903578087967739,0.00341403969416741,0.0298871810269772,"IMD",135,47,2990232.68946821,5196564.62865716,"RT10","RT8_10_11_18","RT06",NA,21,"E"
"site_00135_date_00062_wiser",0.00261137041752503,0.00104793021445572,0.00704256205503714,"IMD",135,62,2778454.53955704,4720555.30929657,"RT10","RT8_10_11_18","RT07",NA,48,"E"
"site_00135_date_00121_miljodata_sweden",0.00697946593720408,0.00314688960848339,0.0183597782527903,"IMD",135,121,6667267,562922,"RT1",NA,"RT01",NA,45,"A"
"site_00136_date_00061_miljodata_sweden",0.00605803441599026,0.00220699603837169,0.0178166912513597,"IMD",136,61,6607290,701773,"RT6",NA,"RT05",NA,46,NA
"site_00136_date_00299_ebro",0.0109575745059873,0.00397344882979693,0.0330064195677421,"IMD",136,299,2183582.0407503,3336424.87734609,"RT18","RT8_10_11_18","RT11",NA,38,"E"
"site_00137_date_00029_ebro",0.00596994972346044,0.00237870239854112,0.0160222095144074,"IMD",137,29,2302541.16008617,3277716.12333614,"RT15","RT14_15_16","RT10",NA,35,"G"
"site_00137_date_00049_miljodata_sweden",0.00645466268658921,0.00277160196186074,0.0157404950939745,"IMD",137,49,6512366,584934,"RT6",NA,"RT05",NA,54,NA
"site_00138_date_00003_monitoring_portugual",0.00844602601637322,0.00423463054675607,0.0175236593311952,"IMD",138,3,2229871.04031316,2844791.92066988,"RT10","RT8_10_11_18","RT12",NA,49,"E"
"site_00138_date_00015_miljodata_sweden",0.00793677394031159,0.00413231803549314,0.015686489252753,"IMD",138,15,6412786,521446,"RT2",NA,"RT04",NA,68,"B"
"site_00138_date_00251_aqem_romania",0.00399540448873194,0.00138276570037436,0.0142176365738699,"IMD",138,251,2528590.21860313,5250679.24491169,"RT10","RT8_10_11_18","RT06",NA,37,"E"
"site_00139_date_00022_miljodata_sweden",0.00613886239392869,0.00281612740777383,0.0137690595705343,"IMD",139,22,6356900,588490,"RT6",NA,"RT05",NA,64,NA
"site_00140_date_00020_monitoring_poland",0.00566163012928695,0.00174285462652451,0.0225599892538709,"IMD",140,20,3091593.02367221,5261456.2575478,"RT18","RT8_10_11_18","RT06",NA,25,"E"
"site_00140_date_00062_wiser",0.00283807268193107,0.00118518945688216,0.00767635922499586,"IMD",140,62,2771405.64708453,4716615.32702458,"RT18","RT8_10_11_18","RT07",NA,43,"E"
"site_00140_date_00156_miljodata_sweden",0.00747143276275705,0.00338111301665207,0.0181986148258103,"IMD",140,156,6388400,534582,"RT6",NA,"RT04",NA,45,NA
"site_00141_date_00001_rcs",0.008244353846662,0.00307999235595766,0.0247845951349265,"IMD",141,1,2874756.73801641,4013609.06530384,"RT10","RT8_10_11_18","RT07",NA,46,"E"
"site_00141_date_00020_monitoring_poland",0.0053885102638105,0.00131718641842907,0.032351608206866,"IMD",1924,20,3105720.45989892,5248059.05773244,"RT9","RT9","RT09",NA,21,"F"
"site_00141_date_00062_wiser",0.00279385540181839,0.00116763767241577,0.00751729420710051,"IMD",141,62,2778164.34502239,4719491.50159171,"RT10","RT8_10_11_18","RT07",NA,47,"E"
"site_00141_date_00063_miljodata_sweden",0.00843680338058929,0.00362086793150236,0.0211937958045423,"IMD",141,63,6397796,429490,"RT6",NA,"RT04",NA,36,NA
"site_00141_date_00271_monitoring_poland",0.008429871277432,0.00188120734346761,0.0511747807378403,"IMD",141,271,3106426.6312482,5251927.60550146,"RT10","RT8_10_11_18","RT07",NA,19,"E"
"site_00141_date_00374_ebro",0.00678826627967987,0.00245306682394071,0.020245072517204,"IMD",141,374,2301619.4265239,3292515.15433216,"RT10","RT8_10_11_18","RT06",NA,36,"E"
"site_00142_date_00003_monitoring_portugual",0.00516933688176322,0.00155786113348486,0.01840050143414,"IMD",142,3,2204514.750514,2819005.94473207,"RT19","RT19","RT12",NA,33,NA
"site_00142_date_00066_rcs",0.00880676626272767,0.00352122350917814,0.0234756730718352,"IMD",142,66,2874756.73801641,4013609.06530384,"RT19","RT19","RT07",NA,45,NA
"site_00142_date_00148_miljodata_sweden",0.00589975341198514,0.0023102684449811,0.0171462985195685,"IMD",142,148,7257948,477777,"RT8",NA,"RT08",NA,37,"E"
"site_00143_date_00081_rcs",0.00855372642734805,0.00347088630360224,0.0229986899159964,"IMD",143,81,2874756.73801641,4013609.06530384,"RT4","RT4_5","RT07",NA,53,"D"
"site_00143_date_00158_miljodata_sweden",0.0010882994850525,0.000102712048326647,0.0267794369433763,"IMD",143,158,6589962,655471,"RT7",NA,"RT02",NA,9,NA
"site_00144_date_00049_rcs",0.00802235543594021,0.00300715389595304,0.0242863349442635,"IMD",144,49,2874756.73801641,4013609.06530384,"RT4","RT4_5","RT07",NA,43,"D"
"site_00144_date_00131_miljodata_sweden",0.00272544335008445,0.00011500872290108,0.251615278272007,"IMD",144,131,6575080,643534,"RT1",NA,"RT01",NA,6,"A"
"site_00145_date_00044_naiades",0.00847361242389485,0.00309034549104886,0.0266479942085018,"IMD",145,44,2788625.77721032,3769627.11726586,"RT4","RT4_5","RT02",NA,45,"D"
"site_00145_date_00052_monitoring_poland",0.00634923624446942,0.00160060712970843,0.0271986907664459,"IMD",145,52,3083034.28069486,5215195.94655874,"RT4","RT4_5","RT02",NA,22,"D"
"site_00145_date_00140_miljodata_sweden",0.00194202607374995,7.9540546126934e-05,0.15426760787613,"IMD",145,140,6596508,602533,"RT1",NA,"RT01",NA,6,"A"
"site_00146_date_00053_monitoring_poland",0.011029187537054,0.00266857778141849,0.054112862056464,"IMD",146,53,3352271.69437563,5125561.04254719,"RT1","RT1","RT01",NA,23,"A"
"site_00146_date_00077_rcs",0.0133581795156337,0.00516448629933932,0.0402147493591608,"IMD",146,77,2859207.92880229,4076332.31521147,"RT1","RT1","RT06",NA,33,"A"
"site_00146_date_00140_miljodata_sweden",0.00213443103257478,0.000151500165282493,0.0867104376512382,"IMD",146,140,6590333,567347,"RT6",NA,"RT04",NA,7,NA
"site_00147_date_00030_miljodata_sweden",0.00292410200207486,8.75264835455622e-05,0.237349734983807,"IMD",147,30,6593806,587499,"RT1",NA,"RT01",NA,7,"A"
"site_00147_date_00052_rcs",0.0125018421257,0.00438786803321983,0.0370855110128526,"IMD",147,52,2859207.92880229,4076332.31521147,"RT18","RT8_10_11_18","RT06",NA,36,"E"
"site_00147_date_00482_ebro",0.00654527379073877,0.0024788283831475,0.0196084184705932,"IMD",147,482,2183868.65318964,3309945.11535479,"RT18","RT8_10_11_18","RT11",NA,34,"E"
"site_00148_date_00083_rcs",0.012728715685477,0.00443045318569916,0.0412808613332859,"IMD",148,83,2859207.92880229,4076332.31521147,"RT14","RT14_15_16","RT06",NA,31,"G"
"site_00148_date_00162_miljodata_sweden",0.00115230875226484,0.000226670506138509,0.00770524827192324,"IMD",148,162,6553752,380232,"RT2",NA,"RT04",NA,25,"B"
"site_00148_date_00163_miljodata_sweden",0.00189024604658357,0.000342880303830185,0.0105403034948672,"IMD",148,163,6553752,380232,"RT2",NA,"RT04",NA,34,"B"
"site_00148_date_00298_ebro",0.00881822578047597,0.00327997650545732,0.0267463343032133,"IMD",148,298,2169751.39189295,3313486.0245874,"RT14","RT14_15_16","RT10",NA,41,"G"
