"sample_id","site_id","date_id","latitude","longitude","brt20","brt20_aggregate","brt12","richness"
"site_00045_date_00003_monitoring_portugual","00045","0003",1842039.19996131,2814568.37781,"RT19","RT19","RT12",31
"site_00045_date_00009_monitoring_croatia","00045","0009",2449737.35104889,4642952.71572044,"RT19","RT19","RT12",12
"site_00046_date_00012_aqem_Sweden","00046","0012",4179577.96033055,4683982.11783469,"RT6","RT6","RT04",12
"site_00047_date_00001_pepe_barquin","00047","0001",2335708.01853522,3203215.89636391,"RT5","RT4_5","RT03",45
"site_00048_date_00253_ebro","00048","0253",2164187.104783,3604672.63270553,"RT18","RT8_10_11_18","RT11",35
"site_00049_date_00003_monitoring_portugual","00049","0003",1818819.0093226,2802491.47689474,"RT2","RT2","RT12",21
"site_00049_date_00040_monitoring_finnland","00049","0040",4384488.03986304,5200500.50360999,"RT2","RT2","RT04",30
"site_00050_date_00001_pepe_barquin","00050","0001",2341255.60446085,3135738.35706366,"RT9","RT9","RT08",39
"site_00050_date_00014_aqem_Sweden","00050","0014",4489021.98840344,4487423.81884168,"RT9","RT9","RT09",14
"site_00050_date_00032_rcs","00050","0032",2996424.19338507,3813765.58820851,"RT9","RT9","RT03",35
"site_00050_date_00041_monitoring_finnland","00050","0041",4410182.46164152,5304301.91351101,"RT9","RT9","RT04",21
"site_00051_date_00040_monitoring_finnland","00051","0040",4385717.79191456,5202778.79740903,"RT2","RT2","RT04",25
"site_00053_date_00001_aqem_romania","00053","0001",2713423.55148184,5335763.85154686,"RT10","RT8_10_11_18","RT06",30
"site_00053_date_00234_monitoring_poland","00053","0234",3401911.57562783,5238985.82279412,"RT10","RT8_10_11_18","RT02",23
"site_00053_date_00253_ebro","00053","0253",2143378.48112489,3601272.16651336,"RT10","RT8_10_11_18","RT11",39
"site_00054_date_00253_ebro","00054","0253",2147085.26219621,3589753.26088678,"RT18","RT8_10_11_18","RT11",34
"site_00055_date_00003_monitoring_portugual","00055","0003",1818050.67136188,2682846.79049721,"RT12","RT12","RT11",19
"site_00055_date_00015_ebro","00055","0015",2132647.80833091,3588019.47869341,"RT12","RT12","RT11",17
"site_00055_date_00016_aqem_Sweden","00055","0016",4549285.73354723,4554824.91226725,"RT12","RT12","RT09",16
"site_00056_date_00011_pepe_barquin","00056","0011",2357683.14733783,3124975.66695382,"RT12","RT12","RT07",37
"site_00056_date_00016_aqem_Sweden","00056","0016",4547351.64548579,4542870.68039174,"RT12","RT12","RT08",16
"site_00056_date_00716_ebro","00056","0716",2173746.91335819,3523495.85894493,"RT12","RT12","RT11",24
"site_00057_date_00011_pepe_barquin","00057","0011",2364411.90986139,3116654.80052471,"RT18","RT8_10_11_18","RT07",41
"site_00057_date_00742_ebro","00057","0742",2172101.04654106,3575867.1441949,"RT18","RT8_10_11_18","RT11",28
"site_00058_date_00011_pepe_barquin","00058","0011",2357228.97368673,3121857.58997569,"RT18","RT8_10_11_18","RT07",37
"site_00058_date_00016_ebro","00058","0016",2164532.90914642,3568581.43805729,"RT18","RT8_10_11_18","RT11",28
"site_00059_date_00003_monitoring_portugual","00059","0003",1904824.5878205,2733829.74068161,"RT18","RT8_10_11_18","RT12",26
"site_00059_date_00252_ebro","00059","0252",2132623.94531379,3563151.33496922,"RT18","RT8_10_11_18","RT11",33
"site_00060_date_00013_pepe_barquin","00060","0013",2347610.93935135,3112908.73015602,"RT14","RT14_15_16","RT10",31
"site_00060_date_00016_ebro","00060","0016",2178089.42315178,3583531.83040396,"RT14","RT14_15_16","RT10",25
"site_00061_date_00261_ebro","00061","0261",2171675.2501246,3527287.95150673,"RT18","RT8_10_11_18","RT11",32
"site_00061_date_00631_monitoring_uk","00061","0631",3280726.05494296,3477311.29630412,"RT18","RT8_10_11_18","RT02",30
"site_00062_date_00013_pepe_barquin","00062","0013",2346921.61314604,3113632.25401994,"RT18","RT8_10_11_18","RT10",38
"site_00062_date_00342_ebro","00062","0342",2163164.98996967,3513672.50272536,"RT18","RT8_10_11_18","RT11",37
"site_00063_date_00014_pepe_barquin","00063","0014",2350886.29287964,3092157.41598958,"RT19","RT19","RT08",42
"site_00063_date_00029_wiser","00063","0029",2879239.30031259,4733745.08016405,"RT19","RT19","RT08",44
"site_00063_date_00050_monitoring_finnland","00063","0050",4412649.56265417,5243399.38546842,"RT19","RT19","RT04",22
"site_00063_date_00335_ebro","00063","0335",2134358.3987218,3574962.27930255,"RT19","RT19","RT12",46
"site_00064_date_00012_pepe_barquin","00064","0012",2345270.2229479,3121737.06696365,"RT20","RT20","RT08",33
"site_00064_date_00017_ebro","00064","0017",2200138.06834385,3547899.46598601,"RT20","RT20","RT10",29
"site_00064_date_00041_rcs","00064","0041",3051712.38291173,3724853.83645513,"RT20","RT20","RT03",53
"site_00064_date_00140_aqem_romania","00064","0140",2632377.11923119,5244082.99889533,"RT20","RT20","RT12",36
"site_00065_date_00013_pepe_barquin","00065","0013",2351895.22108589,3114712.79913453,"RT5","RT4_5","RT08",28
"site_00065_date_00028_naiades","00065","0028",3051739.12507833,3728149.12292021,"RT5","RT4_5","RT03",29
"site_00066_date_00011_pepe_barquin","00066","0011",2352991.71043734,3127571.10470223,"RT20","RT20","RT07",34
"site_00066_date_00041_naiades","00066","0041",2735938.88721249,3921201.02650485,"RT20","RT20","RT07",28
"site_00066_date_00092_aqem_romania","00066","0092",2679960.07963947,5301217.70380169,"RT20","RT20","RT12",56
"site_00066_date_00261_ebro","00066","0261",2180090.5581113,3524869.69731961,"RT20","RT20","RT11",23
"site_00067_date_00006_monitoring_greece","00067","0006",1953504.01121621,5325588.81230003,"RT18","RT8_10_11_18","RT11",13
"site_00067_date_00014_pepe_barquin","00067","0014",2348904.5291779,3092409.78623737,"RT18","RT8_10_11_18","RT08",29
"site_00068_date_00014_pepe_barquin","00068","0014",2347474.26941034,3102828.07700041,"RT14","RT14_15_16","RT09",40
"site_00068_date_00251_ebro","00068","0251",2223495.24091733,3551455.90101601,"RT14","RT14_15_16","RT10",27
"site_00069_date_00019_aqem_Sweden","00069","0019",4661660.95831874,4521903.3752267,"RT9","RT9","RT09",11
"site_00070_date_00019_aqem_Sweden","00070","0019",4659480.32758743,4535040.9550656,"RT9","RT9","RT09",11
"site_00070_date_00057_naiades","00070","0057",2784721.97585317,3901737.52168711,"RT9","RT9","RT02",51
"site_00071_date_00020_aqem_Sweden","00071","0020",4666781.43419382,4525851.35925371,"RT9","RT9","RT09",10
"site_00074_date_00020_aqem_Sweden","00074","0020",4670076.12291813,4531996.44525108,"RT14","RT14_15_16","RT10",10
"site_00074_date_00034_wiser","00074","0034",2752121.02645073,4570517.05492643,"RT14","RT14_15_16","RT06",49
"site_00075_date_00396_ebro","00075","0396",2025260.11072978,3498179.89269063,"RT19","RT19","RT12",33
"site_00076_date_00041_monitoring_finnland","00076","0041",4422234.09241914,5178384.50183699,"RT2","RT2","RT04",31
"site_00076_date_00532_monitoring_poland","00076","0532",3449756.42651236,5160219.36661468,"RT2","RT2","RT02",14
"site_00077_date_00262_ebro","00077","0262",2141149.90529647,3504342.24706592,"RT18","RT8_10_11_18","RT11",31
"site_00078_date_00260_ebro","00078","0260",2159470.29471228,3510723.09433497,"RT18","RT8_10_11_18","RT11",39
"site_00080_date_00003_monitoring_portugual","00080","0003",2276383.58706799,2779745.16485934,"RT18","RT8_10_11_18","RT05",25
"site_00080_date_00018_ebro","00080","0018",2163706.16373376,3512802.89474174,"RT18","RT8_10_11_18","RT11",29
"site_00083_date_00003_monitoring_portugual","00083","0003",2247911.05116495,2825695.08102967,"RT19","RT19","RT12",21
"site_00084_date_00259_ebro","00084","0259",2098244.90277078,3514518.52126726,"RT17","RT17","RT11",29
"site_00086_date_00051_naiades","00086","0051",2682948.61582548,3861450.3538663,"RT17","RT17","RT08",53
"site_00086_date_00339_ebro","00086","0339",2118337.6833411,3495477.01347629,"RT17","RT17","RT11",23
"site_00087_date_00009_monitoring_greece","00087","0009",1923798.03365689,5339870.5947675,"RT17","RT17","RT11",27
"site_00089_date_00009_monitoring_greece","00089","0009",1936743.79820497,5340608.29397829,"RT14","RT14_15_16","RT10",25
"site_00090_date_00546_monitoring_poland","00090","0546",3410025.09630617,5124908.99817005,"RT1","RT1","RT01",12
"site_00091_date_00009_monitoring_greece","00091","0009",1891905.40038532,5311585.18215255,"RT19","RT19","RT12",15
"site_00091_date_00112_naiades","00091","0112",2705357.94532649,3851477.84757537,"RT19","RT19","RT03",33
"site_00091_date_00289_ebro","00091","0289",2259344.79621266,3280804.90389574,"RT19","RT19","RT12",16
"site_00092_date_00114_naiades","00092","0114",2707952.19665769,3842963.03423186,"RT5","RT4_5","RT03",27
"site_00093_date_00069_monitoring_finnland","00093","0069",4464343.5617133,5226751.9692068,"RT2","RT2","RT04",36
"site_00095_date_00005_rcs","00095","0005",2853439.43789748,4131381.1826814,"RT2","RT2","RT04",37
"site_00097_date_00057_rcs","00097","0057",2853439.43789748,4131381.1826814,"RT4","RT4_5","RT04",42
"site_00097_date_00279_monitoring_poland","00097","0279",3085276.78693643,5155026.27064615,"RT4","RT4_5","RT02",16
"site_00099_date_00318_monitoring_poland","00099","0318",3098926.93981422,5164218.01953131,"RT3","RT3","RT05",17
"site_00102_date_00269_ebro","00102","0269",2228484.90267637,3388255.57900329,"RT18","RT8_10_11_18","RT11",34
"site_00103_date_00010_monitoring_greece","00103","0010",2139990.01689301,5558585.27724856,"RT18","RT8_10_11_18","RT11",21
"site_00103_date_00268_ebro","00103","0268",2246694.72172842,3408178.46018678,"RT18","RT8_10_11_18","RT11",32
"site_00104_date_00001_naiades","00104","0001",2779109.64091954,3815972.10964323,"RT18","RT8_10_11_18","RT02",55
"site_00104_date_00269_ebro","00104","0269",2231305.48724166,3395565.17864217,"RT18","RT8_10_11_18","RT11",19
"site_00105_date_00024_ebro","00105","0024",2182198.90871271,3575134.98975955,"RT18","RT8_10_11_18","RT11",34
"site_00105_date_00050_wiser","00105","0050",2749864.65172732,4731976.93642795,"RT18","RT8_10_11_18","RT10",46
"site_00106_date_00010_monitoring_greece","00106","0010",2134626.62786884,5563765.28927091,"RT14","RT14_15_16","RT11",26
"site_00106_date_00247_ebro","00106","0247",2196792.0003838,3598071.07460618,"RT14","RT14_15_16","RT10",25
"site_00107_date_00010_monitoring_greece","00107","0010",2130253.64351159,5565904.90451896,"RT14","RT14_15_16","RT11",13
"site_00107_date_00050_wiser","00107","0050",2739219.50802201,4746608.56404222,"RT14","RT14_15_16","RT06",46
"site_00107_date_00247_ebro","00107","0247",2210118.43858032,3602593.65320246,"RT14","RT14_15_16","RT10",42
"site_00108_date_00010_monitoring_greece","00108","0010",2124460.81775846,5572266.14156143,"RT14","RT14_15_16","RT11",12
"site_00108_date_00051_wiser","00108","0051",2750651.92015533,4756063.06088811,"RT14","RT14_15_16","RT06",51
"site_00108_date_00247_ebro","00108","0247",2200743.87684016,3606411.57437305,"RT14","RT14_15_16","RT10",36
"site_00109_date_00010_monitoring_greece","00109","0010",2126939.03657053,5570839.19598835,"RT17","RT17","RT11",11
"site_00110_date_00104_naiades","00110","0104",2709704.90131457,3873624.31427952,"RT14","RT14_15_16","RT09",34
"site_00110_date_00538_ebro","00110","0538",2228276.18730352,3561264.37169698,"RT14","RT14_15_16","RT10",21
"site_00111_date_00166_naiades","00111","0166",2721665.99442648,3869805.12181197,"RT14","RT14_15_16","RT09",55
"site_00111_date_00248_ebro","00111","0248",2218241.71523975,3590017.22087046,"RT14","RT14_15_16","RT10",32
"site_00112_date_00003_monitoring_portugual","00112","0003",2202118.38474696,2951836.18187915,"RT17","RT17","RT11",29
"site_00112_date_00010_monitoring_greece","00112","0010",2153059.20533416,5569028.29675168,"RT17","RT17","RT11",19
"site_00112_date_00053_wiser","00112","0053",2761338.20744562,4696259.7130332,"RT17","RT17","RT06",43
"site_00112_date_00167_naiades","00112","0167",2718229.32352373,3875159.52140367,"RT17","RT17","RT09",50
"site_00113_date_00010_monitoring_greece","00113","0010",2150713.84450425,5578262.57218219,"RT17","RT17","RT11",24
"site_00113_date_00054_wiser","00113","0054",2756018.39378756,4716451.89625044,"RT17","RT17","RT06",30
"site_00114_date_00054_wiser","00114","0054",2759472.02329195,4717285.79537543,"RT10","RT8_10_11_18","RT06",50
"site_00115_date_00054_wiser","00115","0054",2765456.8593519,4714762.57911858,"RT18","RT8_10_11_18","RT06",35
"site_00115_date_00174_naiades","00115","0174",2701153.13788233,3861868.63646013,"RT18","RT8_10_11_18","RT09",33
"site_00115_date_00260_ebro","00115","0260",2162947.44325464,3551307.85503641,"RT18","RT8_10_11_18","RT11",36
"site_00116_date_00003_monitoring_portugual","00116","0003",2163314.42553406,2798848.44988211,"RT14","RT14_15_16","RT11",29
"site_00116_date_00055_wiser","00116","0055",2769151.56417619,4709625.92347661,"RT14","RT14_15_16","RT06",49
"site_00116_date_00175_naiades","00116","0175",2710862.01713904,3861272.23274594,"RT14","RT14_15_16","RT08",48
"site_00116_date_00250_ebro","00116","0250",2196625.15199777,3560521.7396273,"RT14","RT14_15_16","RT10",32
"site_00116_date_00298_monitoring_poland","00116","0298",3099491.09811074,5163104.13436624,"RT14","RT14_15_16","RT04",14
"site_00117_date_00249_ebro","00117","0249",2206691.29344819,3560002.04859801,"RT14","RT14_15_16","RT10",36
"site_00118_date_00010_monitoring_greece","00118","0010",2143153.99301315,5578795.57947332,"RT14","RT14_15_16","RT11",23
"site_00118_date_00347_ebro","00118","0347",2202087.71245701,3565629.90666367,"RT14","RT14_15_16","RT10",35
"site_00119_date_00003_monitoring_portugual","00119","0003",2175893.39001031,2774593.21196442,"RT17","RT17","RT05",38
"site_00119_date_00010_monitoring_greece","00119","0010",2132893.34534433,5593710.96191428,"RT17","RT17","RT11",10
"site_00119_date_00179_naiades","00119","0179",2720055.94315374,3852101.03780682,"RT17","RT17","RT05",49
"site_00121_date_00010_monitoring_greece","00121","0010",2126325.78815346,5597592.15499033,"RT17","RT17","RT11",14
"site_00121_date_00041_monitoring_poland","00121","0041",3042514.08915437,5131371.63184075,"RT17","RT17","RT02",17
"site_00121_date_00252_ebro","00121","0252",2112866.56176165,3548030.2295509,"RT17","RT17","RT11",27
"site_00122_date_00003_monitoring_portugual","00122","0003",2087515.68249126,2881659.84863436,"RT19","RT19","RT12",35
"site_00124_date_00070_rcs","00124","0070",2826400.69951641,4106263.25002652,"RT4","RT4_5","RT09",45
"site_00126_date_00030_rcs","00126","0030",2826400.69951641,4106263.25002652,"RT11","RT8_10_11_18","RT09",50
"site_00126_date_00148_naiades","00126","0148",2733218.76908513,3873646.04227886,"RT11","RT8_10_11_18","RT07",48
"site_00127_date_00071_rcs","00127","0071",2826400.69951641,4106263.25002652,"RT10","RT8_10_11_18","RT09",48
"site_00128_date_00072_rcs","00128","0072",2826400.69951641,4106263.25002652,"RT9","RT9","RT09",49
"site_00132_date_00075_rcs","00132","0075",2830505.41125039,4079467.63155279,"RT11","RT8_10_11_18","RT07",46
"site_00134_date_00029_ebro","00134","0029",2161585.69286711,3342373.4695726,"RT19","RT19","RT12",38
"site_00134_date_00062_wiser","00134","0062",2772014.00024531,4721661.4535171,"RT19","RT19","RT07",45
"site_00135_date_00003_monitoring_portugual","00135","0003",2231202.99110875,2907864.86506133,"RT10","RT8_10_11_18","RT11",38
"site_00135_date_00047_monitoring_poland","00135","0047",2990232.68946821,5196564.62865716,"RT10","RT8_10_11_18","RT06",21
"site_00135_date_00062_wiser","00135","0062",2778454.53955704,4720555.30929657,"RT10","RT8_10_11_18","RT07",48
"site_00136_date_00299_ebro","00136","0299",2183582.0407503,3336424.87734609,"RT18","RT8_10_11_18","RT11",38
"site_00137_date_00029_ebro","00137","0029",2302541.16008617,3277716.12333614,"RT15","RT14_15_16","RT10",35
"site_00138_date_00003_monitoring_portugual","00138","0003",2229871.04031316,2844791.92066988,"RT10","RT8_10_11_18","RT12",49
"site_00138_date_00251_aqem_romania","00138","0251",2528590.21860313,5250679.24491169,"RT10","RT8_10_11_18","RT06",37
"site_00140_date_00020_monitoring_poland","00140","0020",3091593.02367221,5261456.2575478,"RT18","RT8_10_11_18","RT06",25
"site_00140_date_00062_wiser","00140","0062",2771405.64708453,4716615.32702458,"RT18","RT8_10_11_18","RT07",43
"site_00141_date_00001_rcs","00141","0001",2874756.73801641,4013609.06530384,"RT10","RT8_10_11_18","RT07",46
"site_00141_date_00062_wiser","00141","0062",2778164.34502239,4719491.50159171,"RT10","RT8_10_11_18","RT07",47
"site_00141_date_00271_monitoring_poland","00141","0271",3106426.6312482,5251927.60550146,"RT10","RT8_10_11_18","RT07",19
"site_00141_date_00374_ebro","00141","0374",2301619.4265239,3292515.15433216,"RT10","RT8_10_11_18","RT06",36
"site_00142_date_00003_monitoring_portugual","00142","0003",2204514.750514,2819005.94473207,"RT19","RT19","RT12",33
"site_00142_date_00066_rcs","00142","0066",2874756.73801641,4013609.06530384,"RT19","RT19","RT07",45
"site_00143_date_00081_rcs","00143","0081",2874756.73801641,4013609.06530384,"RT4","RT4_5","RT07",53
"site_00144_date_00049_rcs","00144","0049",2874756.73801641,4013609.06530384,"RT4","RT4_5","RT07",43
"site_00145_date_00044_naiades","00145","0044",2788625.77721032,3769627.11726586,"RT4","RT4_5","RT02",45
"site_00145_date_00052_monitoring_poland","00145","0052",3083034.28069486,5215195.94655874,"RT4","RT4_5","RT02",22
"site_00146_date_00053_monitoring_poland","00146","0053",3352271.69437563,5125561.04254719,"RT1","RT1","RT01",23
"site_00146_date_00077_rcs","00146","0077",2859207.92880229,4076332.31521147,"RT1","RT1","RT06",33
"site_00147_date_00052_rcs","00147","0052",2859207.92880229,4076332.31521147,"RT18","RT8_10_11_18","RT06",36
"site_00147_date_00482_ebro","00147","0482",2183868.65318964,3309945.11535479,"RT18","RT8_10_11_18","RT11",34
"site_00148_date_00083_rcs","00148","0083",2859207.92880229,4076332.31521147,"RT14","RT14_15_16","RT06",31
"site_00148_date_00298_ebro","00148","0298",2169751.39189295,3313486.0245874,"RT14","RT14_15_16","RT10",41
"site_00149_date_00482_ebro","00149","0482",2194743.85848468,3302510.02401483,"RT18","RT8_10_11_18","RT11",39
"site_00150_date_00053_monitoring_poland","00150","0053",3336854.07120539,5093927.04246364,"RT18","RT8_10_11_18","RT01",15
"site_00150_date_00388_ebro","00150","0388",2220840.44715835,3290623.06746798,"RT18","RT8_10_11_18","RT11",37
"site_00151_date_00003_monitoring_portugual","00151","0003",2172506.8650271,2801996.77260732,"RT1","RT1","RT12",40
"site_00151_date_00053_monitoring_poland","00151","0053",3328471.23764611,5081525.51869028,"RT1","RT1","RT01",23
"site_00154_date_00003_monitoring_portugual","00154","0003",2205167.76749097,2918171.11362973,"RT18","RT8_10_11_18","RT11",35
"site_00156_date_00387_ebro","00156","0387",2207038.79380669,3247983.44352178,"RT14","RT14_15_16","RT10",42
"site_00157_date_00079_rcs","00157","0079",2904631.76464089,4006195.98210363,"RT4","RT4_5","RT02",50
"site_00157_date_00617_monitoring_poland","00157","0617",3188126.82302631,4943658.28687833,"RT4","RT4_5","RT02",23
"site_00158_date_00080_rcs","00158","0080",2904631.76464089,4006195.98210363,"RT14","RT14_15_16","RT02",49
"site_00158_date_00387_ebro","00158","0387",2199575.04911148,3271915.20133972,"RT14","RT14_15_16","RT10",45
"site_00159_date_00085_rcs","00159","0085",2904631.76464089,4006195.98210363,"RT14","RT14_15_16","RT02",46
"site_00159_date_00387_ebro","00159","0387",2203457.79109599,3258868.31906555,"RT14","RT14_15_16","RT10",48
"site_00160_date_00386_ebro","00160","0386",2204448.44341992,3249014.77337963,"RT14","RT14_15_16","RT10",39
"site_00161_date_00003_monitoring_portugual","00161","0003",2189297.90216208,2884512.76921586,"RT18","RT8_10_11_18","RT12",33
"site_00161_date_00235_monitoring_spain","00161","0235",1959064.98898946,3406011.41200759,"RT18","RT8_10_11_18","RT10",18
"site_00161_date_00388_ebro","00161","0388",2220303.90808461,3300100.72180605,"RT18","RT8_10_11_18","RT11",34
"site_00162_date_00386_ebro","00162","0386",2220424.15280581,3269936.42092769,"RT18","RT8_10_11_18","RT11",48
"site_00163_date_00034_ebro","00163","0034",2227068.30556102,3272895.45359259,"RT18","RT8_10_11_18","RT11",33
"site_00164_date_00003_monitoring_portugual","00164","0003",2253748.23799321,2911129.08827054,"RT18","RT8_10_11_18","RT11",41
"site_00164_date_00272_ebro","00164","0272",2269742.13327067,3399685.77449738,"RT18","RT8_10_11_18","RT11",30
"site_00164_date_00618_monitoring_poland","00164","0618",3188501.23391584,4940708.27960981,"RT18","RT8_10_11_18","RT02",28
"site_00165_date_00003_monitoring_portugual","00165","0003",2239878.92636048,2954032.03164268,"RT18","RT8_10_11_18","RT12",36
"site_00165_date_00272_ebro","00165","0272",2277308.40567531,3397212.40215039,"RT18","RT8_10_11_18","RT11",44
"site_00165_date_00282_naiades","00165","0282",2824417.40423757,3946834.1705007,"RT18","RT8_10_11_18","RT07",57
"site_00166_date_00003_monitoring_portugual","00166","0003",2109573.27350375,2887186.41588928,"RT19","RT19","RT12",28
"site_00167_date_00003_monitoring_portugual","00167","0003",2128865.45809285,2885252.84874861,"RT18","RT8_10_11_18","RT11",35
"site_00168_date_00003_monitoring_portugual","00168","0003",2222279.5650707,2909869.13517278,"RT18","RT8_10_11_18","RT11",32
"site_00168_date_00235_monitoring_spain","00168","0235",1955714.73720292,3415372.84467915,"RT18","RT8_10_11_18","RT11",18
"site_00169_date_00003_monitoring_portugual","00169","0003",2227800.0965596,2892857.04877168,"RT19","RT19","RT12",28
"site_00169_date_00008_monitoring_greece","00169","0008",1861013.34018553,5368643.13290324,"RT19","RT19","RT12",16
"site_00169_date_00234_monitoring_spain","00169","0234",1944903.40771823,3436546.80590779,"RT19","RT19","RT11",34
"site_00170_date_00008_monitoring_greece","00170","0008",1861335.25883543,5364532.34650979,"RT19","RT19","RT12",13
"site_00170_date_00234_monitoring_spain","00170","0234",1957299.30394591,3443343.07596109,"RT19","RT19","RT11",30
"site_00172_date_00286_ebro","00172","0286",2278706.45566406,3332694.84250969,"RT10","RT8_10_11_18","RT06",34
"site_00174_date_00286_ebro","00174","0286",2282577.99263513,3356950.66184751,"RT10","RT8_10_11_18","RT06",14
"site_00175_date_00003_monitoring_portugual","00175","0003",2198356.82839639,2950642.2854301,"RT18","RT8_10_11_18","RT12",44
"site_00175_date_00286_ebro","00175","0286",2279729.98053126,3347566.5918722,"RT18","RT8_10_11_18","RT11",39
"site_00177_date_00003_monitoring_portugual","00177","0003",2124794.57121207,2888310.06718137,"RT18","RT8_10_11_18","RT11",30
"site_00179_date_00036_ebro","00179","0036",2226445.44314407,3249729.08594407,"RT18","RT8_10_11_18","RT11",26
"site_00181_date_00003_monitoring_portugual","00181","0003",2150940.00564986,2870772.86995674,"RT18","RT8_10_11_18","RT11",25
"site_00182_date_00385_ebro","00182","0385",2227325.14025132,3241520.66829442,"RT14","RT14_15_16","RT10",43
"site_00183_date_00003_monitoring_portugual","00183","0003",2174282.69472905,2878029.49168873,"RT17","RT17","RT12",31
"site_00183_date_00561_monitoring_poland","00183","0561",3315519.01836208,4732706.55183293,"RT17","RT17","RT04",19
"site_00184_date_00058_monitoring_poland","00184","0058",3452144.57344384,4665161.04045073,"RT4","RT4_5","RT02",22
"site_00185_date_00003_monitoring_portugual","00185","0003",2167476.69464547,2882644.48744098,"RT14","RT14_15_16","RT12",42
"site_00185_date_00385_ebro","00185","0385",2230008.01460396,3233286.52138773,"RT14","RT14_15_16","RT10",33
"site_00186_date_00003_monitoring_portugual","00186","0003",2165447.09100487,2895771.29287173,"RT6","RT6","RT12",36
"site_00186_date_00058_monitoring_poland","00186","0058",3452448.79240276,4664736.92145888,"RT6","RT6","RT05",18
"site_00189_date_00058_monitoring_poland","00189","0058",3442563.17219524,4667244.23127333,"RT6","RT6","RT05",24
"site_00190_date_00303_naiades","00190","0303",2989640.98360481,3498200.53839538,"RT5","RT4_5","RT03",55
"site_00193_date_00003_monitoring_portugual","00193","0003",2185942.39979188,2912527.18661751,"RT3","RT3","RT11",42
"site_00193_date_00334_naiades","00193","0334",2422786.76962281,3851214.50672066,"RT3","RT3","RT10",56
"site_00193_date_00461_monitoring_poland","00193","0461",3250261.03164754,5030047.24981809,"RT3","RT3","RT05",16
"site_00194_date_00003_monitoring_portugual","00194","0003",2179367.84944932,2925057.03717051,"RT18","RT8_10_11_18","RT11",33
"site_00194_date_00044_rcs","00194","0044",2782752.97435805,3988954.2394813,"RT18","RT8_10_11_18","RT07",55
"site_00194_date_00080_wiser","00194","0080",2775866.54320651,4747257.28419424,"RT18","RT8_10_11_18","RT06",52
"site_00198_date_00351_naiades","00198","0351",2439586.48021306,3840547.00641873,"RT8","RT8_10_11_18","RT08",55
"site_00199_date_00095_rcs","00199","0095",2801636.06898319,3995300.08224894,"RT10","RT8_10_11_18","RT06",50
"site_00202_date_00279_monitoring_poland","00202","0279",3417691.80448685,4671839.51079889,"RT2","RT2","RT04",30
"site_00203_date_00003_monitoring_portugual","00203","0003",2240455.71485864,2899893.35578155,"RT18","RT8_10_11_18","RT11",47
"site_00203_date_00244_naiades","00203","0244",2449868.91630573,3852325.95054365,"RT18","RT8_10_11_18","RT08",56
"site_00203_date_00293_ebro","00203","0293",2288626.49020662,3248890.82536439,"RT18","RT8_10_11_18","RT11",39
"site_00204_date_00059_monitoring_poland","00204","0059",3415443.49211029,4666818.25905115,"RT2","RT2","RT04",15
"site_00205_date_00040_ebro","00205","0040",2278186.31361124,3223086.80773633,"RT18","RT8_10_11_18","RT11",32
"site_00206_date_00295_ebro","00206","0295",2284851.78178256,3222214.81972994,"RT18","RT8_10_11_18","RT11",35
"site_00209_date_00100_naiades","00209","0100",2460650.07384569,3841603.72286679,"RT8","RT8_10_11_18","RT08",37
"site_00210_date_00003_monitoring_portugual","00210","0003",2221717.48380074,2931307.10397078,"RT18","RT8_10_11_18","RT11",31
"site_00210_date_00294_ebro","00210","0294",2284101.91840364,3230886.91426663,"RT18","RT8_10_11_18","RT11",32
"site_00212_date_00003_monitoring_portugual","00212","0003",2233810.09906668,2889546.43186983,"RT2","RT2","RT11",34
"site_00212_date_00141_monitoring_finnland","00212","0141",4810705.44512653,5100616.02751093,"RT2","RT2","RT04",27
"site_00213_date_00089_wiser","00213","0089",2833786.0735522,4689929.63424798,"RT8","RT8_10_11_18","RT09",41
"site_00214_date_00003_monitoring_portugual","00214","0003",2213544.40250808,2923003.82521503,"RT18","RT8_10_11_18","RT11",39
"site_00214_date_00054_naiades","00214","0054",2476310.52535631,3857553.24828183,"RT18","RT8_10_11_18","RT09",21
"site_00215_date_00410_naiades","00215","0410",2476667.69159137,3857587.57181587,"RT8","RT8_10_11_18","RT08",53
"site_00216_date_00003_monitoring_portugual","00216","0003",2196690.85446236,2955188.34568611,"RT11","RT8_10_11_18","RT12",21
"site_00216_date_00460_monitoring_poland","00216","0460",3167344.41298867,4997760.08187906,"RT11","RT8_10_11_18","RT07",16
"site_00218_date_00031_naiades","00218","0031",2445947.69623716,3861448.42903918,"RT2","RT2","RT08",56
"site_00218_date_00428_monitoring_poland","00218","0428",3171375.22307323,4992057.12964724,"RT2","RT2","RT04",13
"site_00219_date_00003_monitoring_portugual","00219","0003",2185280.95404894,2962586.85563579,"RT19","RT19","RT12",38
"site_00220_date_00042_ebro","00220","0042",2210050.05847563,3355439.06604325,"RT18","RT8_10_11_18","RT11",46
"site_00220_date_00091_wiser","00220","0091",2845463.90590788,4722435.95245337,"RT18","RT8_10_11_18","RT06",13
"site_00223_date_00233_monitoring_spain","00223","0233",2026009.06464533,3025057.45257517,"RT1","RT1","RT12",27
"site_00223_date_00624_monitoring_poland","00223","0624",3327571.38897077,5192515.70962989,"RT1","RT1","RT01",26
